annee,pays,nom,valeur
2018,France,"Auteur·e·s de logiciels, multimédias, Revenu médian des femmes par rapport aux hommes",-33%
2018,France,"Traducteur·rice·s, Revenu médian des femmes par rapport aux hommes",-19%
2018,France,"Artistes plasticien·ne·s, Revenu médian des femmes par rapport aux hommes",-23%
2018,France,"Graphistes, Revenu médian des femmes par rapport aux hommes",-18%
2018,France,"Peintres, Revenu médian des femmes par rapport aux hommes",-27%
2018,France,"Illustrateur·rice·s, Revenu médian des femmes par rapport aux hommes",-31%
2018,France,"Dessinateur·rice·s, Revenu médian des femmes par rapport aux hommes",-24%
2018,France,"Sculpteur·rice·s, Revenu médian des femmes par rapport aux hommes",-30%
2018,France,"Production audiovisuelle, Revenus annuels moyens bruts par équivalent temps plein des femmes par rapport aux hommes",-11%
2018,France,"Production cinématographique, Revenus annuels moyens bruts par équivalent temps plein des femmes par rapport aux hommes",-16%
2018,France,"Édition phonographique, Revenus annuels moyens bruts par équivalent temps plein des femmes par rapport aux hommes",-24%
2018,France,"Prestations techniques, Revenus annuels moyens bruts par équivalent temps plein des femmes par rapport aux hommes",-16%
2018,France,"Radiodiffusion, Revenus annuels moyens bruts par équivalent temps plein des femmes par rapport aux hommes",-9%
2018,France,"Spectacle vivant privé, Revenus annuels moyens bruts par équivalent temps plein des femmes par rapport aux hommes",-17%
2018,France,"Spectacle vivant public, Revenus annuels moyens bruts par équivalent temps plein des femmes par rapport aux hommes",-17%
2018,France,"Télédiffusion, Revenus annuels moyens bruts par équivalent temps plein des femmes par rapport aux hommes",-16%
2018,France,"Production de films d’animation, Revenus annuels moyens bruts par équivalent temps plein des femmes par rapport aux hommes",-11%
2018,France,"Distribution cinématographique, Revenus annuels moyens bruts par équivalent temps plein des femmes par rapport aux hommes",-20%
2018,France,"Édition musicale, Revenus annuels moyens bruts par équivalent temps plein des femmes par rapport aux hommes",-14%
2018,France,"Exploitation cinématographique, Revenus annuels moyens bruts par équivalent temps plein des femmes par rapport aux hommes",-12%
