2a - Whether or not ratified ILO convention 156 on workers with familiy responsibilities

Indicator Name,Region,Country Code,Country,Date,Measure Name,Measure Value,Footnote
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Developed regions,428,Latvia,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Developed regions,440,Lithuania,2004-05-06,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Developed regions,442,Luxembourg,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Developed regions,470,Malta,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Developed regions,498,Republic of Moldova,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Developed regions,499,Montenegro,2006-06-03,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Developed regions,528,Netherlands,1988-03-24,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Developed regions,554,New Zealand,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Developed regions,578,Norway,1982-06-22,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Developed regions,616,Poland,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Developed regions,620,Portugal,1985-05-02,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Developed regions,642,Romania,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Developed regions,643,Russian Federation,1998-02-13,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Developed regions,674,San Marino,1988-04-19,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Developed regions,688,Serbia,2000-11-24,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Developed regions,703,Slovakia,2002-06-14,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Developed regions,705,Slovenia,1992-05-29,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Developed regions,724,Spain,1985-09-11,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Developed regions,752,Sweden,1982-08-11,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Developed regions,756,Switzerland,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Developed regions,804,Ukraine,2000-04-11,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Developed regions,807,The former Yugoslav Republic of Macedonia,1991-11-17,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Developed regions,840,United States of America,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Northern Africa,12,Algeria,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Northern Africa,434,Libya,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Northern Africa,504,Morocco,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Northern Africa,788,Tunisia,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Northern Africa,818,Egypt,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Oceania,90,Solomon Islands,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Oceania,184,Cook Islands,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Oceania,242,Fiji,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Oceania,296,Kiribati,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Oceania,548,Vanuatu,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Oceania,584,Marshall Islands,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Oceania,585,Palau,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Oceania,598,Papua New Guinea,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Oceania,776,Tonga,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Oceania,798,Tuvalu,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Oceania,882,Samoa,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,24,Angola,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,72,Botswana,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,108,Burundi,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,120,Cameroon,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,132,Cabo Verde,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,140,Central African Republic,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,148,Chad,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,174,Comoros,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,178,Congo,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,180,Democratic Republic of the Congo,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,204,Benin,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,226,Equatorial Guinea,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,231,Ethiopia,1991-01-28,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,232,Eritrea,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,262,Djibouti,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,266,Gabon,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,270,Gambia,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,288,Ghana,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,324,Guinea,1995-10-16,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,384,Côte d'Ivoire,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,404,Kenya,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,426,Lesotho,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,430,Liberia,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,450,Madagascar,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,454,Malawi,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,466,Mali,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,478,Mauritania,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,480,Mauritius,2004-04-05,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,508,Mozambique,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,516,Namibia,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,562,Niger,1985-06-05,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,566,Nigeria,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,624,Guinea-Bissau,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,646,Rwanda,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,678,Sao Tome and Principe,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,686,Senegal,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,690,Seychelles,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,694,Sierra Leone,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,706,Somalia,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,710,South Africa,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,716,Zimbabwe,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,728,South Sudan,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,729,Sudan,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,748,Swaziland,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,768,Togo,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,800,Uganda,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,834,United Republic of Tanzania,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,854,Burkina Faso,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Sub-Saharan Africa,894,Zambia,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,28,Antigua and Barbuda,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,32,Argentina,1988-03-17,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,44,Bahamas,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,52,Barbados,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,68,Bolivia (Plurinational State of),1998-09-01,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,76,Brazil,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,84,Belize,1999-06-22,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,152,Chile,1994-10-14,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,170,Colombia,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,188,Costa Rica,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,192,Cuba,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,212,Dominica,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,214,Dominican Republic,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,218,Ecuador,2013-02-08,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,222,El Salvador,2000-10-12,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,308,Grenada,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,320,Guatemala,1994-01-06,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,328,Guyana,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,332,Haiti,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,340,Honduras,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,388,Jamaica,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,484,Mexico,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,558,Nicaragua,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,591,Panama,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,600,Paraguay,2007-12-21,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,604,Peru,1986-06-16,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,659,Saint Kitts and Nevis,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,662,Saint Lucia,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,670,Saint Vincent and the Grenadines,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,740,Suriname,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,780,Trinidad and Tobago,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,858,Uruguay,1989-11-16,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),1984-11-27,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Caucasus and Central Asia,31,Azerbaijan,2010-10-29,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Caucasus and Central Asia,51,Armenia,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Caucasus and Central Asia,268,Georgia,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Caucasus and Central Asia,398,Kazakhstan,2013-01-17,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Caucasus and Central Asia,417,Kyrgyzstan,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Caucasus and Central Asia,762,Tajikistan,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Caucasus and Central Asia,795,Turkmenistan,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Caucasus and Central Asia,860,Uzbekistan,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Western Asia,48,Bahrain,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Western Asia,368,Iraq,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Western Asia,400,Jordan,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Western Asia,414,Kuwait,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Western Asia,422,Lebanon,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Western Asia,512,Oman,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Western Asia,634,Qatar,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Western Asia,682,Saudi Arabia,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Western Asia,760,Syrian Arab Republic,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Western Asia,784,United Arab Emirates,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Western Asia,792,Turkey,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Western Asia,887,Yemen,1989-03-13,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,South-eastern Asia,96,Brunei Darussalam,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,South-eastern Asia,104,Myanmar,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,South-eastern Asia,116,Cambodia,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,South-eastern Asia,360,Indonesia,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,South-eastern Asia,418,Lao People's Democratic Republic,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,South-eastern Asia,458,Malaysia,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,South-eastern Asia,608,Philippines,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,South-eastern Asia,626,Timor-Leste,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,South-eastern Asia,702,Singapore,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,South-eastern Asia,704,Viet Nam,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,South-eastern Asia,764,Thailand,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Eastern Asia,156,China,-,Status,Not ratified,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Eastern Asia,410,Republic of Korea,2001-03-29,Status,Ratified  in force,-
Whether or not ratified ILO convention 156 on workers with familiy responsibilities,Eastern Asia,496,Mongolia,-,Status,Not ratified,-
