2d - Whether or not ratified ILO convention 183 on maternity protection

Indicator Name,Region,Country Code,Country,Date,Measure Name,Measure Value,Footnote
Whether or not ratified ILO convention 183 on maternity protection,Developed regions,705,Slovenia,2010-03-01,Status,Ratified  in force,Period of maternity leave: 105 days
Whether or not ratified ILO convention 183 on maternity protection,Developed regions,724,Spain,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Developed regions,752,Sweden,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Developed regions,756,Switzerland,2014-06-04,Status,Ratified  in force,Period of maternity leave: 14 weeks from the birth of child
Whether or not ratified ILO convention 183 on maternity protection,Developed regions,804,Ukraine,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Developed regions,807,The former Yugoslav Republic of Macedonia,2012-10-03,Status,Ratified  in force,The length of the maternity leave is 9 months in the case of 1 child  and 12 months in the case of 2 or more children
Whether or not ratified ILO convention 183 on maternity protection,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Developed regions,840,United States of America,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Northern Africa,12,Algeria,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Northern Africa,434,Libya,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Northern Africa,504,Morocco,2011-04-13,Status,Ratified  in force,Period of maternity leave: 14 weeks
Whether or not ratified ILO convention 183 on maternity protection,Northern Africa,788,Tunisia,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Northern Africa,818,Egypt,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Oceania,90,Solomon Islands,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Oceania,184,Cook Islands,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Oceania,242,Fiji,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Oceania,296,Kiribati,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Oceania,548,Vanuatu,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Oceania,584,Marshall Islands,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Oceania,585,Palau,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Oceania,598,Papua New Guinea,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Oceania,776,Tonga,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Oceania,798,Tuvalu,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Oceania,882,Samoa,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,24,Angola,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,72,Botswana,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,108,Burundi,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,120,Cameroon,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,132,Cabo Verde,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,140,Central African Republic,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,148,Chad,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,174,Comoros,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,178,Congo,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,180,Democratic Republic of the Congo,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,204,Benin,2012-01-10,Status,Ratified  in force,Period of maternity leave: 14 weeks
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,226,Equatorial Guinea,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,231,Ethiopia,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,232,Eritrea,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,262,Djibouti,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,266,Gabon,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,270,Gambia,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,288,Ghana,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,324,Guinea,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,384,Côte d'Ivoire,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,404,Kenya,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,426,Lesotho,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,430,Liberia,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,450,Madagascar,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,454,Malawi,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,466,Mali,2008-06-05,Status,Ratified  in force,Period of maternity leave: 14 weeks
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,478,Mauritania,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,480,Mauritius,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,508,Mozambique,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,516,Namibia,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,562,Niger,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,566,Nigeria,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,624,Guinea-Bissau,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,646,Rwanda,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,678,Sao Tome and Principe,2017-06-12,Status,Ratified  not in force,The Convention will enter into force for Sao Tome and Principe on 12 Jun 2018.
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,686,Senegal,2017-04-18,Status,Ratified  not in force,The Convention will enter into force for Senegal on 18 Apr 2018.
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,690,Seychelles,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,694,Sierra Leone,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,706,Somalia,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,710,South Africa,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,716,Zimbabwe,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,728,South Sudan,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,729,Sudan,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,748,Swaziland,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,768,Togo,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,800,Uganda,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,834,United Republic of Tanzania,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,854,Burkina Faso,2013-03-04,Status,Ratified  in force,Period of maternity leave: 14 weeks
Whether or not ratified ILO convention 183 on maternity protection,Sub-Saharan Africa,894,Zambia,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,28,Antigua and Barbuda,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,32,Argentina,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,44,Bahamas,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,52,Barbados,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,68,Bolivia (Plurinational State of),-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,76,Brazil,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,84,Belize,2005-11-09,Status,Ratified  in force,Period of maternity leave: 14 weeks
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,152,Chile,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,170,Colombia,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,188,Costa Rica,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,192,Cuba,2004-06-01,Status,Ratified  in force,Period of maternity leave: 18 weeks
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,212,Dominica,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,214,Dominican Republic,2016-02-09,Status,Ratified  in force,Period of maternity leave: 14 weeks
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,218,Ecuador,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,222,El Salvador,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,308,Grenada,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,320,Guatemala,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,328,Guyana,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,332,Haiti,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,340,Honduras,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,388,Jamaica,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,484,Mexico,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,558,Nicaragua,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,591,Panama,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,600,Paraguay,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,604,Peru,2016-05-09,Status,Ratified  in force,Women workers are entitled to 14 weeks of maternity leave: 49 days of prenatal leave and 49 days postnatal leave.
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,659,Saint Kitts and Nevis,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,662,Saint Lucia,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,670,Saint Vincent and the Grenadines,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,740,Suriname,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,780,Trinidad and Tobago,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,858,Uruguay,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Caucasus and Central Asia,31,Azerbaijan,2010-10-29,Status,Ratified  in force,Women shall be granted paid pregnancy and maternity leave of 126 calendar days (70 calendar days before childbirth and 56 days after childbirth). In the case of abnormal or multiple births  women shall be granted 140 calendar days (70 days before and 70 days after childbirth). Women working in agriculture shall be granted pregnancy and maternity leave for 140 calendar days (70 days before and 70 days after childbirth). In case of abnormal birth  women should be granted 156 calendar days (70 days before  and 86 after childbirth) and in the event of multiple births (70 days before and 110 days after childbirth).
Whether or not ratified ILO convention 183 on maternity protection,Caucasus and Central Asia,51,Armenia,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Caucasus and Central Asia,268,Georgia,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Caucasus and Central Asia,398,Kazakhstan,2012-06-13,Status,Ratified  in force,The period of maternity leave is 18 weeks (20 weeks in case of obstructed child birth or in the case of the birth of 2 or more children)
Whether or not ratified ILO convention 183 on maternity protection,Caucasus and Central Asia,417,Kyrgyzstan,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Caucasus and Central Asia,762,Tajikistan,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Caucasus and Central Asia,795,Turkmenistan,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Caucasus and Central Asia,860,Uzbekistan,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Western Asia,48,Bahrain,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Western Asia,368,Iraq,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Western Asia,400,Jordan,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Western Asia,414,Kuwait,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Western Asia,422,Lebanon,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Western Asia,512,Oman,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Western Asia,634,Qatar,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Western Asia,682,Saudi Arabia,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Western Asia,760,Syrian Arab Republic,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Western Asia,784,United Arab Emirates,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Western Asia,792,Turkey,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Western Asia,887,Yemen,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,South-eastern Asia,96,Brunei Darussalam,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,South-eastern Asia,104,Myanmar,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,South-eastern Asia,116,Cambodia,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,South-eastern Asia,360,Indonesia,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,South-eastern Asia,418,Lao People's Democratic Republic,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,South-eastern Asia,458,Malaysia,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,South-eastern Asia,608,Philippines,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,South-eastern Asia,626,Timor-Leste,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,South-eastern Asia,702,Singapore,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,South-eastern Asia,704,Viet Nam,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,South-eastern Asia,764,Thailand,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Eastern Asia,156,China,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Eastern Asia,410,Republic of Korea,-,Status,Not ratified,-
Whether or not ratified ILO convention 183 on maternity protection,Eastern Asia,496,Mongolia,-,Status,Not ratified,-
