1 - Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,100,Bulgaria,2009,Female,4.43,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,100,Bulgaria,2009,Male,2.22,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,100,Bulgaria,2001,Female,5.02,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,100,Bulgaria,2001,Male,2.62,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,124,Canada,2005,Female,3.8,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,124,Canada,2005,Male,2.4,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,124,Canada,2010,Female,3.88,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,124,Canada,2010,Male,2.48,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,124,Canada,1998,Female,4.05,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,124,Canada,1998,Male,2.4,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,208,Denmark,2008,Female,3.75,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,208,Denmark,2008,Male,2.7,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,208,Denmark,2001,Female,3.5,-,-,1,1,16-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,208,Denmark,2001,Male,2.43,-,-,1,1,16-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,233,Estonia,1999,Female,4.78,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,233,Estonia,1999,Male,2.68,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,233,Estonia,2009,Female,4.13,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,233,Estonia,2009,Male,2.58,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,246,Finland,1999,Female,3.6,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,246,Finland,1999,Female,3.93,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,246,Finland,1999,Male,2.27,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,246,Finland,1999,Male,2.05,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,246,Finland,2009,Female,3.73,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,246,Finland,2009,Female,3.42,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,246,Finland,2009,Male,2.2,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,246,Finland,2009,Male,2.42,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,250,France,2009,Female,4.02,-,-,1,1,15-60,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,250,France,2009,Female,3.87,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,250,France,2009,Female,3.93,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,250,France,2009,Male,2.4,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,250,France,2009,Male,2.22,-,-,1,1,15-60,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,250,France,2009,Male,2.32,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,250,France,1998,Female,4.6,-,-,1,1,15-60,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,250,France,1998,Female,4.38,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,250,France,1998,Male,2.22,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,250,France,1998,Male,2.22,-,-,1,1,15-60,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,276,Germany,2001,Female,4.23,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,276,Germany,2001,Male,2.37,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,276,Germany,2012,Female,3.82,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,276,Germany,2012,Male,2.4,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,300,Greece,2013,Female,4.6,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,300,Greece,2013,Female,4.07,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,300,Greece,2013,Male,1.38,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,300,Greece,2013,Male,1.52,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,348,Hungary,1999,Female,4.68,-,-,1,1,15-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,348,Hungary,1999,Male,2.65,-,-,1,1,15-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,348,Hungary,2009,Female,4.75,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,348,Hungary,2009,Male,2.55,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,372,Ireland,2005,Female,4.93,-,-,1,1,15-64,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,372,Ireland,2005,Male,2.15,-,-,1,1,15-64,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,380,Italy,2008,Female,4.77,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,380,Italy,2008,Male,1.62,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,380,Italy,2002,Female,4.95,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,380,Italy,2002,Male,1.53,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,392,Japan,2001,Female,3.57,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,392,Japan,2001,Male,0.52,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,392,Japan,2006,Female,3.58,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,392,Japan,2006,Male,0.63,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,392,Japan,2011,Female,3.58,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,392,Japan,2011,Male,0.7,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,428,Latvia,2003,Female,3.75,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,428,Latvia,2003,Male,1.65,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,440,Lithuania,2003,Female,4.48,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,440,Lithuania,2003,Male,2.15,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,470,Malta,2002,Female,4.5,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,470,Malta,2002,Male,1.68,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,498,Republic of Moldova,2011,Female,4.57,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,498,Republic of Moldova,2011,Male,2.47,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,528,Netherlands,1999,Female,3.87,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,528,Netherlands,1999,Male,2.2,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,528,Netherlands,2003,Female,3.63,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,528,Netherlands,2003,Male,1.93,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,528,Netherlands,2001,Female,3.6,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,528,Netherlands,2001,Male,2.03,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,528,Netherlands,2006,Female,4.07,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,528,Netherlands,2006,Male,2.35,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,528,Netherlands,2011,Female,3.53,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,528,Netherlands,2011,Male,2.22,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,528,Netherlands,1997,Female,3.02,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,528,Netherlands,1997,Male,1.82,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,554,New Zealand,2009,Female,4.33,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,554,New Zealand,2009,Male,2.53,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,554,New Zealand,1998,Female,4.58,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,554,New Zealand,1998,Male,2.65,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,578,Norway,2000,Female,3.63,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,578,Norway,2000,Female,3.93,-,-,1,1,16-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,578,Norway,2000,Male,2.68,-,-,1,1,16-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,578,Norway,2000,Male,2.33,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,578,Norway,2010,Female,3.3,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,578,Norway,2010,Female,3.83,-,-,1,1,16-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,578,Norway,2010,Male,3,-,-,1,1,16-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,578,Norway,2010,Male,2.37,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,616,Poland,2003,Female,4.93,-,-,1,1,15-64,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,616,Poland,2003,Female,4.75,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,616,Poland,2003,Male,2.62,-,-,1,1,15-64,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,616,Poland,2003,Male,2.37,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,616,Poland,2013,Female,4.4,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,616,Poland,2013,Male,2.38,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,620,Portugal,1999,Female,5.47,-,-,1,1,15-64,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,620,Portugal,1999,Female,4.68,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,620,Portugal,1999,Male,1.6,-,-,1,1,15-64,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,620,Portugal,1999,Male,1.12,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,642,Romania,2000,Female,4.8,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,642,Romania,2000,Male,2.3,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,642,Romania,2011,Female,4.9,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,642,Romania,2011,Female,4.4,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,642,Romania,2011,Male,2.23,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,642,Romania,2011,Male,2.08,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,688,Serbia,2010,Female,4.85,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,688,Serbia,2010,Male,2.27,-,-,1,1,15+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,705,Slovenia,2000,Female,4.93,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,705,Slovenia,2000,Male,2.67,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,724,Spain,2009,Female,4.55,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,724,Spain,2009,Male,2.07,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,724,Spain,2002,Female,4.92,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,724,Spain,2002,Male,1.58,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,752,Sweden,2000,Female,4.13,-,-,1,1,20-64,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,752,Sweden,2000,Male,2.87,-,-,1,1,20-64,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,752,Sweden,2010,Female,3.83,-,-,1,1,20-64,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,752,Sweden,2010,Male,3.03,-,-,1,1,20-64,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,756,Switzerland,2000,Female,4.68,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,756,Switzerland,2000,Male,2.43,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,756,Switzerland,2007,Female,4.65,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,756,Switzerland,2007,Male,2.7,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,756,Switzerland,2010,Female,4.23,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,756,Switzerland,2010,Male,2.42,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,756,Switzerland,2004,Female,4.67,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,756,Switzerland,2004,Male,2.53,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,756,Switzerland,1997,Female,4.85,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,756,Switzerland,1997,Male,2.33,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,756,Switzerland,2013,Female,4.23,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,756,Switzerland,2013,Male,2.58,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,807,The former Yugoslav Republic of Macedonia,2009,Female,4.02,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,807,The former Yugoslav Republic of Macedonia,2009,Female,4.68,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,807,The former Yugoslav Republic of Macedonia,2009,Male,1.33,-,-,1,1,10+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,807,The former Yugoslav Republic of Macedonia,2009,Male,1.45,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,807,The former Yugoslav Republic of Macedonia,2004,Female,5.7,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,807,The former Yugoslav Republic of Macedonia,2004,Male,1.95,-,-,1,1,20-74,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2000,Female,4.05,-,-,1,1,16+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2000,Male,2.32,-,-,1,1,16+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic work by sex; Note: Separate housework and childcare if possible,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2005,Female,3.53,-,-,1,1,16+,-,-,-,-,-,-
