"REG","Région","LOCATION","Pays","INC","Groupe de revenus","VAR","Variables","TIME","Année","Value","Flag Codes","Flags"
"SSA","Afrique Sub-Saharienne","NGA","Nigéria","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.46,,
"MENA","Moyen-Orient et Afrique du Nord","PSE","AutoritT palestinienne ou Cisjordanie et bande de Gaza","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.27,,
"SA","Asie du Sud","PAK","Pakistan","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.51,,
"EAP","Asie de l'Est et Pacifique","PHL","Philippines","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.39,,
"ECA","Europe and Central Asia","UKR","Ukraine","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.18,,
"ECA","Europe and Central Asia","UZB","Ouzbékistan","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.49,,
"EAP","Asie de l'Est et Pacifique","VNM","Viet Nam","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.2,,
"MENA","Moyen-Orient et Afrique du Nord","YEM","Yémen","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.45,,
"SSA","Afrique Sub-Saharienne","ZMB","Zambie","LMI","Pays à revenu moyen bas","SB_3","Préférences liées à l'éducation ","2014","2014",0.24,,
"ECA","Europe and Central Asia","HUN","Hongrie","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.19,,
"LAC","Amérique latine et Caraïbes","MEX","Mexique","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.21,,
"ECA","Europe and Central Asia","TUR","Turquie","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.32,,
"ECA","Europe and Central Asia","ALB","Albanie","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.15,,
"MENA","Moyen-Orient et Afrique du Nord","DZA","Algérie","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.37,,
"LAC","Amérique latine et Caraïbes","ARG","Argentine","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.14,,
"ECA","Europe and Central Asia","AZE","Azerbaïdjan","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.31,,
"ECA","Europe and Central Asia","BLR","Bélarus","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.21,,
"ECA","Europe and Central Asia","BIH","Bosnie-Herzégovine","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.17,,
"LAC","Amérique latine et Caraïbes","BRA","Brésil","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.12,,
"ECA","Europe and Central Asia","BGR","Bulgarie","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.11,,
"EAP","Asie de l'Est et Pacifique","CHN","Chine (République populaire de)","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.22,,
"LAC","Amérique latine et Caraïbes","COL","Colombie","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.11,,
"LAC","Amérique latine et Caraïbes","ECU","Équateur","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.23,,
"MENA","Moyen-Orient et Afrique du Nord","IRN","Iran","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.55,,
"MENA","Moyen-Orient et Afrique du Nord","IRQ","Iraq","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.31,,
"MENA","Moyen-Orient et Afrique du Nord","JOR","Jordanie","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.29,,
"ECA","Europe and Central Asia","KAZ","Kazakhstan","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.22,,
"MENA","Moyen-Orient et Afrique du Nord","LBN","Liban","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.31,,
"MENA","Moyen-Orient et Afrique du Nord","LBY","Libye","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.32,,
"ECA","Europe and Central Asia","MKD","Ex-République yougoslave de Macédoine","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.12,,
"EAP","Asie de l'Est et Pacifique","MYS","Malaisie","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.43,,
"LAC","Amérique latine et Caraïbes","PER","Pérou","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.14,,
"ECA","Europe and Central Asia","ROU","Roumanie","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.21,,
"SSA","Afrique Sub-Saharienne","ZAF","Afrique du Sud","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.2,,
"EAP","Asie de l'Est et Pacifique","THA","Thaïlande","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.27,,
"MENA","Moyen-Orient et Afrique du Nord","TUN","Tunisie","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.25,,
"LAC","Amérique latine et Caraïbes","VEN","Venezuela","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.15,,
"ECA","Europe and Central Asia","SRB","Serbie","UMI","Pays à revenu moyen haut","SB_3","Préférences liées à l'éducation ","2014","2014",0.19,,
"ALL","Toutes les régions","AUS","Australie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.04,,
"ALL","Toutes les régions","CAN","Canada","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.05,,
"ALL","Toutes les régions","FIN","Finlande","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.06,,
"ALL","Toutes les régions","FRA","France","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.07,,
"ALL","Toutes les régions","DEU","Allemagne","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.16,,
"ALL","Toutes les régions","HUN","Hongrie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.19,,
"ALL","Toutes les régions","ITA","Italie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.08,,
"ALL","Toutes les régions","JPN","Japon","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.16,,
"ALL","Toutes les régions","KOR","Corée","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.26,,
"ALL","Toutes les régions","MEX","Mexique","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.21,,
"ALL","Toutes les régions","NLD","Pays-Bas","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.05,,
"ALL","Toutes les régions","NZL","Nouvelle-Zélande","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.05,,
"ALL","Toutes les régions","NOR","Norvège","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.04,,
"ALL","Toutes les régions","POL","Pologne","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.12,,
"ALL","Toutes les régions","ESP","Espagne","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.12,,
"ALL","Toutes les régions","SWE","Suède","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.03,,
"ALL","Toutes les régions","CHE","Suisse","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.09,,
"ALL","Toutes les régions","TUR","Turquie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.32,,
"ALL","Toutes les régions","GBR","Royaume-Uni","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.07,,
"ALL","Toutes les régions","USA","États-Unis","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.07,,
"ALL","Toutes les régions","ALB","Albanie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.15,,
"ALL","Toutes les régions","DZA","Algérie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.37,,
"ALL","Toutes les régions","ARG","Argentine","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.14,,
"ALL","Toutes les régions","ARM","Arménie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.25,,
"ALL","Toutes les régions","AZE","Azerbaïdjan","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.31,,
"ALL","Toutes les régions","BGD","Bangladesh","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.62,,
"ALL","Toutes les régions","BLR","Bélarus","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.21,,
"ALL","Toutes les régions","BIH","Bosnie-Herzégovine","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.17,,
"ALL","Toutes les régions","BRA","Brésil","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.12,,
"ALL","Toutes les régions","BGR","Bulgarie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.11,,
"ALL","Toutes les régions","BFA","Burkina Faso","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.33,,
"ALL","Toutes les régions","CHL","Chili","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.2,,
"ALL","Toutes les régions","CHN","Chine (République populaire de)","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.22,,
"ALL","Toutes les régions","COL","Colombie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.11,,
"ALL","Toutes les régions","CYP","Chypre","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.14,,
"ALL","Toutes les régions","ECU","Équateur","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.23,,
"ALL","Toutes les régions","EGY","Égypte","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.36,,
"ALL","Toutes les régions","EST","Estonie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.16,,
"ALL","Toutes les régions","ETH","Éthiopie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.08,,
"ALL","Toutes les régions","GEO","Géorgie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.23,,
"ALL","Toutes les régions","GHA","Ghana","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.3,,
"ALL","Toutes les régions","GTM","Guatemala","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.19,,
"ALL","Toutes les régions","HKG","Hong Kong, Chine","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.22,,
"ALL","Toutes les régions","IND","Inde","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.39,,
"ALL","Toutes les régions","IDN","Indonésie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.19,,
"ALL","Toutes les régions","IRN","Iran","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.55,,
"ALL","Toutes les régions","IRQ","Iraq","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.31,,
"ALL","Toutes les régions","JOR","Jordanie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.29,,
"ALL","Toutes les régions","KAZ","Kazakhstan","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.22,,
"ALL","Toutes les régions","KWT","Koweït","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.36,,
"ALL","Toutes les régions","KGZ","Kirghizistan","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.41,,
"ALL","Toutes les régions","LBN","Liban","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.31,,
"ALL","Toutes les régions","LBY","Libye","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.32,,
"ALL","Toutes les régions","MKD","Ex-République yougoslave de Macédoine","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.12,,
"ALL","Toutes les régions","MYS","Malaisie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.43,,
"ALL","Toutes les régions","MLI","Mali","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.47,,
"ALL","Toutes les régions","MDA","Moldova","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.17,,
"ALL","Toutes les régions","MAR","Maroc","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.2,,
"ALL","Toutes les régions","NGA","Nigéria","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.46,,
"ALL","Toutes les régions","PSE","AutoritT palestinienne ou Cisjordanie et bande de Gaza","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.27,,
"ALL","Toutes les régions","PAK","Pakistan","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.51,,
"ALL","Toutes les régions","PER","Pérou","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.14,,
"ALL","Toutes les régions","PHL","Philippines","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.39,,
"ALL","Toutes les régions","QAT","Qatar","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.28,,
"ALL","Toutes les régions","ROU","Roumanie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.21,,
"ALL","Toutes les régions","RUS","Russie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.23,,
"ALL","Toutes les régions","RWA","Rwanda","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.36,,
"ALL","Toutes les régions","SAU","Arabie saoudite","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.6,,
"ALL","Toutes les régions","SGP","Singapour","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.26,,
"ALL","Toutes les régions","SVN","Slovénie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.08,,
"ALL","Toutes les régions","ZAF","Afrique du Sud","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.2,,
"ALL","Toutes les régions","TZA","Tanzanie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.15,,
"ALL","Toutes les régions","THA","Thaïlande","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.27,,
"ALL","Toutes les régions","TTO","Trinité-et-Tobago","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.06,,
"ALL","Toutes les régions","TUN","Tunisie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.25,,
"ALL","Toutes les régions","UGA","Ouganda","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.23,,
"ALL","Toutes les régions","UKR","Ukraine","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.18,,
"ALL","Toutes les régions","URY","Uruguay","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.09,,
"ALL","Toutes les régions","UZB","Ouzbékistan","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.49,,
"ALL","Toutes les régions","VEN","Venezuela","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.15,,
"ALL","Toutes les régions","VNM","Viet Nam","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.2,,
"ALL","Toutes les régions","YEM","Yémen","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.45,,
"ALL","Toutes les régions","ZMB","Zambie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.24,,
"ALL","Toutes les régions","ZWE","Zimbabwe","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.16,,
"ALL","Toutes les régions","SRB","Serbie","AIC","Toutes les catégories de revenu","SB_3","Préférences liées à l'éducation ","2014","2014",0.19,,
"ALL","Toutes les régions","CYP","Chypre","HIN","Pays à haut revenu: non-OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.14,,
"ALL","Toutes les régions","HKG","Hong Kong, Chine","HIN","Pays à haut revenu: non-OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.22,,
"ALL","Toutes les régions","KWT","Koweït","HIN","Pays à haut revenu: non-OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.36,,
"ALL","Toutes les régions","QAT","Qatar","HIN","Pays à haut revenu: non-OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.28,,
"ALL","Toutes les régions","RUS","Russie","HIN","Pays à haut revenu: non-OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.23,,
"ALL","Toutes les régions","SAU","Arabie saoudite","HIN","Pays à haut revenu: non-OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.6,,
"ALL","Toutes les régions","SGP","Singapour","HIN","Pays à haut revenu: non-OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.26,,
"ALL","Toutes les régions","TTO","Trinité-et-Tobago","HIN","Pays à haut revenu: non-OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.06,,
"ALL","Toutes les régions","URY","Uruguay","HIN","Pays à haut revenu: non-OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.09,,
"ALL","Toutes les régions","AUS","Australie","HIO","Pays à haut revenu: OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.04,,
"ALL","Toutes les régions","CAN","Canada","HIO","Pays à haut revenu: OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.05,,
"ALL","Toutes les régions","FIN","Finlande","HIO","Pays à haut revenu: OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.06,,
"ALL","Toutes les régions","FRA","France","HIO","Pays à haut revenu: OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.07,,
"ALL","Toutes les régions","DEU","Allemagne","HIO","Pays à haut revenu: OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.16,,
"ALL","Toutes les régions","ITA","Italie","HIO","Pays à haut revenu: OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.08,,
"ALL","Toutes les régions","JPN","Japon","HIO","Pays à haut revenu: OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.16,,
"ALL","Toutes les régions","KOR","Corée","HIO","Pays à haut revenu: OCDE","SB_3","Préférences liées à l'éducation ","2014","2014",0.26,,
