"REGION","Region","INCOME","Groupe de revenus","VARIABLE","Variable","LOCATION","Pays","YEAR","Année","Value","Flag Codes","Flags"
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","DEU","Allemagne","2006","2006",38,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","GRC","Grèce","2006","2006",27,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","GRC","Grèce","2006","2006",27,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","ISL","Islande","2006","2006",29,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","ISL","Islande","2006","2006",29,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","IRL","Irlande","2006","2006",31,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","IRL","Irlande","2006","2006",31,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","ITA","Italie","2006","2006",33,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","ITA","Italie","2006","2006",33,,
"1","Asie de l'Est et Pacifique","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","JPN","Japon","2006","2006",10,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","JPN","Japon","2006","2006",10,,
"1","Asie de l'Est et Pacifique","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","KOR","Corée","2006","2006",8,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","KOR","Corée","2006","2006",8,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","NLD","Pays-Bas","2006","2006",27,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","NLD","Pays-Bas","2006","2006",27,,
"1","Asie de l'Est et Pacifique","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","NZL","Nouvelle-Zélande","2006","2006",40,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","NZL","Nouvelle-Zélande","2006","2006",40,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","NOR","Norvège","2006","2006",33,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","NOR","Norvège","2006","2006",33,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","PRT","Portugal","2006","2006",33,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","PRT","Portugal","2006","2006",33,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","ESP","Espagne","2006","2006",32,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","ESP","Espagne","2006","2006",32,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","SWE","Suède","2006","2006",32,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","SWE","Suède","2006","2006",32,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","CHE","Suisse","2006","2006",31,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","CHE","Suisse","2006","2006",31,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","GBR","Royaume-Uni","2006","2006",35,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","GBR","Royaume-Uni","2006","2006",35,,
"8","Amérique du Nord","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","USA","États-Unis","2006","2006",42,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","USA","États-Unis","2006","2006",42,,
"4","Moyen-Orient et Afrique du Nord","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","BHR","Bahreïn","2006","2006",12,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","BHR","Bahreïn","2006","2006",12,,
"1","Asie de l'Est et Pacifique","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","HKG","Hong Kong, Chine","2006","2006",29,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","HKG","Hong Kong, Chine","2006","2006",29,,
"4","Moyen-Orient et Afrique du Nord","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","ISR","Israël","2006","2006",30,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","ISR","Israël","2006","2006",30,,
"7","Europe","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","MLT","Malte","2006","2006",18,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","MLT","Malte","2006","2006",18,,
"1","Asie de l'Est et Pacifique","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","SGP","Singapour","2006","2006",31,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","SGP","Singapour","2006","2006",31,,
"3","Europe et Asie Centrale","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","SVN","Slovénie","2006","2006",33,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","SVN","Slovénie","2006","2006",33,,
"4","Moyen-Orient et Afrique du Nord","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","ARE","Émirats arabes unis","2006","2006",10,,
"9","Toutes les régions","1","Pays à haut revenu (PHR)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","ARE","Émirats arabes unis","2006","2006",10,,
"3","Europe et Asie Centrale","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","CZE","République tchèque","2006","2006",29,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","CZE","République tchèque","2006","2006",29,,
"3","Europe et Asie Centrale","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","HUN","Hongrie","2006","2006",37,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","HUN","Hongrie","2006","2006",37,,
"2","Amérique latine et Caraïbes","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","MEX","Mexique","2006","2006",27,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","MEX","Mexique","2006","2006",27,,
"3","Europe et Asie Centrale","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","POL","Pologne","2006","2006",35,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","POL","Pologne","2006","2006",35,,
"3","Europe et Asie Centrale","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","SVK","République slovaque","2006","2006",28,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","SVK","République slovaque","2006","2006",28,,
"2","Amérique latine et Caraïbes","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","ARG","Argentine","2006","2006",23,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","ARG","Argentine","2006","2006",23,,
"6","Afrique sub-saharienne","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","BWA","Botswana","2006","2006",33,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","BWA","Botswana","2006","2006",33,,
"2","Amérique latine et Caraïbes","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","CHL","Chili","2006","2006",24,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","CHL","Chili","2006","2006",24,,
"2","Amérique latine et Caraïbes","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","CRI","Costa Rica","2006","2006",30,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","CRI","Costa Rica","2006","2006",30,,
"3","Europe et Asie Centrale","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","HRV","Croatie","2006","2006",26,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","HRV","Croatie","2006","2006",26,,
"3","Europe et Asie Centrale","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","EST","Estonie","2006","2006",34,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","EST","Estonie","2006","2006",34,,
"3","Europe et Asie Centrale","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","LVA","Lettonie","2006","2006",41,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","LVA","Lettonie","2006","2006",41,,
"3","Europe et Asie Centrale","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","LTU","Lituanie","2006","2006",40,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","LTU","Lituanie","2006","2006",40,,
"1","Asie de l'Est et Pacifique","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","MYS","Malaisie","2006","2006",23,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","MYS","Malaisie","2006","2006",23,,
"6","Afrique sub-saharienne","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","MUS","Maurice","2006","2006",15,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","MUS","Maurice","2006","2006",15,,
"4","Moyen-Orient et Afrique du Nord","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","OMN","Oman","2006","2006",9,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","OMN","Oman","2006","2006",9,,
"2","Amérique latine et Caraïbes","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","PAN","Panama","2006","2006",45,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","PAN","Panama","2006","2006",45,,
"4","Moyen-Orient et Afrique du Nord","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","SAU","Arabie saoudite","2006","2006",9,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","SAU","Arabie saoudite","2006","2006",9,,
"2","Amérique latine et Caraïbes","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","TTO","Trinité-et-Tobago","2006","2006",43,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","TTO","Trinité-et-Tobago","2006","2006",43,,
"2","Amérique latine et Caraïbes","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","URY","Uruguay","2006","2006",40,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","URY","Uruguay","2006","2006",40,,
"2","Amérique latine et Caraïbes","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","VEN","Venezuela","2006","2006",27,,
"9","Toutes les régions","2","Pays à revenu moyen haut (PRMH)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","VEN","Venezuela","2006","2006",27,,
"3","Europe et Asie Centrale","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","TUR","Turquie","2006","2006",8,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","TUR","Turquie","2006","2006",8,,
"4","Moyen-Orient et Afrique du Nord","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","DZA","Algérie","2006","2006",5,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","DZA","Algérie","2006","2006",5,,
"3","Europe et Asie Centrale","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","ARM","Arménie","2006","2006",24,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","ARM","Arménie","2006","2006",24,,
"2","Amérique latine et Caraïbes","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","BOL","Bolivie","2006","2006",36,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","BOL","Bolivie","2006","2006",36,,
"2","Amérique latine et Caraïbes","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","BRA","Brésil","2006","2006",35,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","BRA","Brésil","2006","2006",35,,
"3","Europe et Asie Centrale","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","BGR","Bulgarie","2006","2006",32,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","BGR","Bulgarie","2006","2006",32,,
"1","Asie de l'Est et Pacifique","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","CHN","Chine (République populaire de)","2006","2006",17,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","CHN","Chine (République populaire de)","2006","2006",17,,
"2","Amérique latine et Caraïbes","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","COL","Colombie","2006","2006",38,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","COL","Colombie","2006","2006",38,,
"2","Amérique latine et Caraïbes","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","CUB","Cuba","2006","2006",29,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","CUB","Cuba","2006","2006",29,,
"2","Amérique latine et Caraïbes","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","DOM","République dominicaine","2006","2006",42,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","DOM","République dominicaine","2006","2006",42,,
"2","Amérique latine et Caraïbes","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","ECU","Équateur","2006","2006",28,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","ECU","Équateur","2006","2006",28,,
"4","Moyen-Orient et Afrique du Nord","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","EGY","Égypte","2006","2006",11,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","EGY","Égypte","2006","2006",11,,
"2","Amérique latine et Caraïbes","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","SLV","El Salvador","2006","2006",29,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","SLV","El Salvador","2006","2006",29,,
"1","Asie de l'Est et Pacifique","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","FJI","Fidji","2006","2006",51,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","FJI","Fidji","2006","2006",51,,
"2","Amérique latine et Caraïbes","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","HND","Honduras","2006","2006",41,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","HND","Honduras","2006","2006",41,,
"4","Moyen-Orient et Afrique du Nord","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","IRN","Iran","2006","2006",16,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","IRN","Iran","2006","2006",16,,
"2","Amérique latine et Caraïbes","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","JAM","Jamaïque","2006","2006",59,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","JAM","Jamaïque","2006","2006",59,,
"3","Europe et Asie Centrale","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","KAZ","Kazakhstan","2006","2006",38,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","KAZ","Kazakhstan","2006","2006",38,,
"3","Europe et Asie Centrale","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","MKD","Ex-République yougoslave de Macédoine","2006","2006",27,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","MKD","Ex-République yougoslave de Macédoine","2006","2006",27,,
"4","Moyen-Orient et Afrique du Nord","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","MAR","Maroc","2006","2006",12,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","MAR","Maroc","2006","2006",12,,
"6","Afrique sub-saharienne","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","NAM","Namibie","2006","2006",36,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","NAM","Namibie","2006","2006",36,,
"4","Moyen-Orient et Afrique du Nord","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","PSE","AutoritT palestinienne ou Cisjordanie et bande de Gaza","2006","2006",12,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","PSE","AutoritT palestinienne ou Cisjordanie et bande de Gaza","2006","2006",12,,
"2","Amérique latine et Caraïbes","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","PER","Pérou","2006","2006",28,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","PER","Pérou","2006","2006",28,,
"1","Asie de l'Est et Pacifique","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","PHL","Philippines","2006","2006",58,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","PHL","Philippines","2006","2006",58,,
"3","Europe et Asie Centrale","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","ROU","Roumanie","2006","2006",30,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","ROU","Roumanie","2006","2006",30,,
"3","Europe et Asie Centrale","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","RUS","Russie","2006","2006",39,,
"9","Toutes les régions","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","RUS","Russie","2006","2006",39,,
"3","Europe et Asie Centrale","3","Pays à revenu moyen bas (PRMB)","ECO_2","% de femmes parmi les parlementaires, hauts fonctionnaires et directeurs","SCG","Serbie-et-Monténégro","2006","2006",25,,
