"COU","Pays","IND","Indicator","YEAR","Année","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australie","COMP_IO","Average annual compensation of employees in service delivery occupations, immigration officers, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,60734.89,,
"AUS","Australie","COMP_CI","Average annual compensation of employees in service delivery occupations, customs inspectors, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,63307.76,,
"AUS","Australie","COMP_TI","Average annual compensation of employees in service delivery occupations, tax inspectors, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,66487.49,,
"AUS","Australie","RCPI_DET_GDP","Average annual compensation of central government police inspectors and detectives relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,2.15,,
"AUS","Australie","RCPO_GDP","Average annual compensation of central government police officers relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,1.54,,
"AUS","Australie","RCIO_GDP","Average annual compensation of central government immigration officers relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,1.13,,
"AUS","Australie","RCCI_GDP","Average annual compensation of central government customs inspectors relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,1.18,,
"AUS","Australie","RCTI_GDP","Average annual compensation of central government tax inspectors relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,1.24,,
"AUS","Australie","TS_15Y_LE","Teachers' salaries in public institutions, 15 years of experience, lower secondary education, USD PPP","2014","2014","USD","Dollar des États-Unis","0","Unités",,,57293,,
"AUS","Australie","TS_SS_LE","Teachers' starting salaries in public institutions, lower secondary education, USD PPP","2014","2014","USD","Dollar des États-Unis","0","Unités",,,39804,,
"AUS","Australie","TS_TS_LE","Teachers' top of scale salaries in public institutions, lower secondary education, USD PPP","2014","2014","USD","Dollar des États-Unis","0","Unités",,,57478,,
"AUS","Australie","RTS_TEW","Ratio of teachers’ salaries to the earnings of tertiary-educated workers","2014","2014","RATIO","Ratio","0","Unités",,,0.93,,
"AUT","Autriche","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2007","2007","PC","Pourcentage","0","Unités",,,16.41,,
"AUT","Autriche","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2008","2008","PC","Pourcentage","0","Unités",,,16.36,,
"AUT","Autriche","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2009","2009","PC","Pourcentage","0","Unités",,,16.51,,
"AUT","Autriche","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2010","2010","PC","Pourcentage","0","Unités",,,16.49,,
"AUT","Autriche","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2011","2011","PC","Pourcentage","0","Unités",,,16.19,,
"AUT","Autriche","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2012","2012","PC","Pourcentage","0","Unités",,,16.06,,
"AUT","Autriche","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2013","2013","PC","Pourcentage","0","Unités",,,16.08,,
"AUT","Autriche","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2014","2014","PC","Pourcentage","0","Unités",,,15.93,,
"AUT","Autriche","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2015","2015","PC","Pourcentage","0","Unités",,,15.94,,
"AUT","Autriche","EMPGG","Employment in general government","2007","2007","PER","Personnes","3","Milliers",,,658.6,,
"AUT","Autriche","EMPGG","Employment in general government","2008","2008","PER","Personnes","3","Milliers",,,669.1,,
"AUT","Autriche","EMPGG","Employment in general government","2009","2009","PER","Personnes","3","Milliers",,,672.6,,
"AUT","Autriche","EMPGG","Employment in general government","2010","2010","PER","Personnes","3","Milliers",,,676.5,,
"AUT","Autriche","EMPGG","Employment in general government","2011","2011","PER","Personnes","3","Milliers",,,674.4,,
"AUT","Autriche","EMPGG","Employment in general government","2012","2012","PER","Personnes","3","Milliers",,,676.1,,
"AUT","Autriche","EMPGG","Employment in general government","2013","2013","PER","Personnes","3","Milliers",,,679.2,,
"AUT","Autriche","EMPGG","Employment in general government","2014","2014","PER","Personnes","3","Milliers",,,679,,
"AUT","Autriche","EMPGG","Employment in general government","2015","2015","PER","Personnes","3","Milliers",,,683.9,,
"AUT","Autriche","EMP_AGE_18_34","Share of people employed in the central government aged 18-34 years old","2015","2015","PER","Personnes","0","Unités",,,14.66,,
"AUT","Autriche","EMP_AGE_35_44","Share of people employed in the central government aged 35-54 years old","2015","2015","PER","Personnes","0","Unités",,,59.21,,
"AUT","Autriche","EMP_AGE_55","Share of people employed in the central government aged 55 years or older","2015","2015","PER","Personnes","0","Unités",,,26.12,,
"AUT","Autriche","EMP_AGE_55S","Share of people employed in the central government aged 55 years or older, senior managers","2015","2015","PER","Personnes","0","Unités",,,45.45,,
"AUT","Autriche","EMPWCG","Share of central government employment filled by women","2015","2015","PER","Personnes","0","Unités",,,44.89,,
"AUT","Autriche","EMPW_SM","Share of central government employment filled by women by occupation groups, senior management","2015","2015","PER","Personnes","0","Unités",,,28.79,,
"AUT","Autriche","EMPW_PARL","Share of women parliamentarians","2015","2015","PC","Pourcentage","0","Unités",,,30.6,,
"AUT","Autriche","EMPW_MIN","Share of women ministers","2015","2015","PC","Pourcentage","0","Unités",,,30.8,,
"AUT","Autriche","EMPW_PJ","Share of professional judges that are women","2012","2012","PC","Pourcentage","0","Unités",,,49,,
"AUT","Autriche","EMPW_PJ","Share of professional judges that are women","2014","2014","PC","Pourcentage","0","Unités",,,51,,
"AUT","Autriche","EMPW_CFI","Share of women in courts of first instance","2014","2014","PC","Pourcentage","0","Unités",,,55,,
"AUT","Autriche","EMPW_AC","Share of women in appeal courts","2014","2014","PC","Pourcentage","0","Unités",,,42,,
"AUT","Autriche","EMPW_SC","Share of women in supreme courts","2014","2014","PC","Pourcentage","0","Unités",,,35,,
"AUT","Autriche","COMP_D1","Average annual compensation of central government senior managers, D1 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,201193.28,,
"AUT","Autriche","COMP_D1_WS","Average wages and salaries of central government senior managers, D1 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,150422.4,,
"AUT","Autriche","COMP_D1_ESC","Average employers'social contributions of central government senior managers, D1 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,23761.37,,
"AUT","Autriche","COMP_D1_WT","Average working time correction of central government senior managers, D1 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,27009.51,,
"AUT","Autriche","COMP_D2","Average annual compensation of central government senior managers, D2 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,182879.92,,
"AUT","Autriche","COMP_D2_WS","Average wages and salaries of central government senior managers, D2 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,134656.3,,
"AUT","Autriche","COMP_D2_ESC","Average employers'social contributions of central government senior managers, D2 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,23672.61,,
"AUT","Autriche","COMP_D2_WT","Average working time correction of central government senior managers, D2 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,24551,,
"AUT","Autriche","RCD1_GDP","Average annual compensation of central government senior officials, D1 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,3.79,,
"AUT","Autriche","RCD2_GDP","Average annual compensation of central government senior officials, D2 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,3.44,,
"AUT","Autriche","COMP_D3","Average annual compensation of central government middle managers, D3 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,121207.54,,
"AUT","Autriche","COMP_D3_WS","Average wages and salaries of central government middle managers, D3 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,84649.41,,
"AUT","Autriche","COMP_D3_ESC","Average employers'social contributions of central government middle managers, D3 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,20286.43,,
"AUT","Autriche","COMP_D3_WT","Average working time correction of central government middle managers, D3 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,16271.7,,
"AUT","Autriche","COMP_D4","Average annual compensation of central government middle managers, D4 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,98625.74,,
"AUT","Autriche","COMP_D4_WS","Average wages and salaries of central government middle managers, D4 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,67185.27,,
"AUT","Autriche","COMP_D4_ESC","Average employers'social contributions of central government middle managers, D4 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,18200.3,,
"AUT","Autriche","COMP_D4_WT","Average working time correction of central government middle managers, D4 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,13240.17,,
"AUT","Autriche","RCD3_GDP","Average annual compensation of central government middle officials, D3 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,2.28,,
"AUT","Autriche","RCD4_GDP","Average annual compensation of central government middle officials, D4 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,1.86,,
"AUT","Autriche","COMP_SP","Average annual compensation of senior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,94585.04,,
"AUT","Autriche","COMP_SP_WS","Average wages and salaries of senior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,64634.24,,
"AUT","Autriche","COMP_SP_ESC","Average employers'social contributions of senior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,17253.08,,
"AUT","Autriche","COMP_SP_WT","Average working time correction of senior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,12697.72,,
"AUT","Autriche","RCSP_GDP","Average annual compensation of senior professionals in central government, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,1.78,,
"AUT","Autriche","COMP_SEC","Average annual compensation of employees in secretarial positions, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,50375.45,,
"AUT","Autriche","COMP_SEC_WS","Average wages and salaries of employees in secretarial positions, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,34452.55,,
"AUT","Autriche","COMP_SEC_ESC","Average employers'social contributions of employees in secretarial positions, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,9160.16,,
"AUT","Autriche","COMP_SEC_WT","Average working time correction of employees in secretarial positions, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,6762.73,,
"AUT","Autriche","RCSEC_GDP","Average annual compensation of employees in secretarial positions, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,0.95,,
"AUT","Autriche","COMP_PI_DET","Average annual compensation of employees in service delivery occupations, police inspectors and detectives, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,79445.54,,
"AUT","Autriche","COMP_PO","Average annual compensation of employees in service delivery occupations, police officers, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,64245.57,,
"AUT","Autriche","COMP_CI","Average annual compensation of employees in service delivery occupations, customs inspectors, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,62213.99,,
"AUT","Autriche","COMP_TI","Average annual compensation of employees in service delivery occupations, tax inspectors, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,60357.36,,
"AUT","Autriche","RCPI_DET_GDP","Average annual compensation of central government police inspectors and detectives relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,1.5,,
"AUT","Autriche","RCPO_GDP","Average annual compensation of central government police officers relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,1.21,,
"AUT","Autriche","RCCI_GDP","Average annual compensation of central government customs inspectors relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,1.17,,
"AUT","Autriche","RCTI_GDP","Average annual compensation of central government tax inspectors relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,1.14,,
"AUT","Autriche","TS_15Y_LE","Teachers' salaries in public institutions, 15 years of experience, lower secondary education, USD PPP","2014","2014","USD","Dollar des États-Unis","0","Unités",,,46852,,
"AUT","Autriche","TS_SS_LE","Teachers' starting salaries in public institutions, lower secondary education, USD PPP","2014","2014","USD","Dollar des États-Unis","0","Unités",,,34345,,
"AUT","Autriche","TS_TS_LE","Teachers' top of scale salaries in public institutions, lower secondary education, USD PPP","2014","2014","USD","Dollar des États-Unis","0","Unités",,,66595,,
"AUT","Autriche","RTS_TEW","Ratio of teachers’ salaries to the earnings of tertiary-educated workers","2014","2014","RATIO","Ratio","0","Unités",,,0.64,,
"BEL","Belgique","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2007","2007","PC","Pourcentage","0","Unités",,,18.47,,
"BEL","Belgique","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2008","2008","PC","Pourcentage","0","Unités",,,18.38,,
"BEL","Belgique","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2009","2009","PC","Pourcentage","0","Unités",,,18.79,,
"BEL","Belgique","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2010","2010","PC","Pourcentage","0","Unités",,,18.82,,
"BEL","Belgique","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2011","2011","PC","Pourcentage","0","Unités",,,18.64,,
"BEL","Belgique","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2012","2012","PC","Pourcentage","0","Unités",,,18.57,,
"BEL","Belgique","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2013","2013","PC","Pourcentage","0","Unités",,,18.63,,
"BEL","Belgique","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2014","2014","PC","Pourcentage","0","Unités",,,18.6,,
"BEL","Belgique","EMGG_TOT","Employment in general goverrnment as a percentage of total employment","2015","2015","PC","Pourcentage","0","Unités",,,18.45,,
"BEL","Belgique","EMPGG","Employment in general government","2007","2007","PER","Personnes","3","Milliers",,,807.8,,
"BEL","Belgique","EMPGG","Employment in general government","2008","2008","PER","Personnes","3","Milliers",,,818.5,,
"BEL","Belgique","EMPGG","Employment in general government","2009","2009","PER","Personnes","3","Milliers",,,835.3,,
"BEL","Belgique","EMPGG","Employment in general government","2010","2010","PER","Personnes","3","Milliers",,,841.8,,
"BEL","Belgique","EMPGG","Employment in general government","2011","2011","PER","Personnes","3","Milliers",,,845.5,,
"BEL","Belgique","EMPGG","Employment in general government","2012","2012","PER","Personnes","3","Milliers",,,845.7,,
"BEL","Belgique","EMPGG","Employment in general government","2013","2013","PER","Personnes","3","Milliers",,,846,,
"BEL","Belgique","EMPGG","Employment in general government","2014","2014","PER","Personnes","3","Milliers",,,847.8,,
"BEL","Belgique","EMPGG","Employment in general government","2015","2015","PER","Personnes","3","Milliers",,,848.8,,
"BEL","Belgique","DGEM_S1311","Central government employment as a percentage of general government employment","2009","2009","PER","Personnes","0","Unités",,,16.7,,
"BEL","Belgique","DGEM_S1311","Central government employment as a percentage of general government employment","2014","2014","PER","Personnes","0","Unités",,,14.92,,
"BEL","Belgique","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2014","2014","PER","Personnes","0","Unités",,,81.46,,
"BEL","Belgique","DGEM_S1314","Social security government employment as a percentage of general government employment","2014","2014","PER","Personnes","0","Unités",,,3.62,,
"BEL","Belgique","EMP_AGE_18_34","Share of people employed in the central government aged 18-34 years old","2015","2015","PER","Personnes","0","Unités",,,17.04,,
"BEL","Belgique","EMP_AGE_35_44","Share of people employed in the central government aged 35-54 years old","2015","2015","PER","Personnes","0","Unités",,,55.37,,
"BEL","Belgique","EMP_AGE_55","Share of people employed in the central government aged 55 years or older","2010","2010","PER","Personnes","0","Unités",,,22.82,,
"BEL","Belgique","EMP_AGE_55","Share of people employed in the central government aged 55 years or older","2015","2015","PER","Personnes","0","Unités",,,27.59,,
"BEL","Belgique","EMP_AGE_55S","Share of people employed in the central government aged 55 years or older, senior managers","2015","2015","PER","Personnes","0","Unités",,,59.68,,
"BEL","Belgique","EMP_AGE_55P","Share of people employed in the central government aged 55 years or older, professionals","2015","2015","PER","Personnes","0","Unités",,,20.86,,
"BEL","Belgique","EMPWPS","Share of public employment filled by women","2009","2009","PER","Personnes","0","Unités",,,54.89,,
"BEL","Belgique","EMPWPS","Share of public employment filled by women","2015","2015","PER","Personnes","0","Unités",,,57.17,,
"BEL","Belgique","EMPLWTOT","Share of employed women in total employment","2009","2009","PER","Personnes","0","Unités",,,45.04,,
"BEL","Belgique","EMPLWTOT","Share of employed women in total employment","2015","2015","PER","Personnes","0","Unités",,,46.53,,
"BEL","Belgique","EMPWCG","Share of central government employment filled by women","2015","2015","PER","Personnes","0","Unités",,,52.26,,
"BEL","Belgique","EMPW_SM","Share of central government employment filled by women by occupation groups, senior management","2010","2010","PER","Personnes","0","Unités",,,16.67,,
"BEL","Belgique","EMPW_SM","Share of central government employment filled by women by occupation groups, senior management","2015","2015","PER","Personnes","0","Unités",,,21.14,,
"BEL","Belgique","EMPW_MM","Share of central government employment filled by women by occupation groups, middle management","2015","2015","PER","Personnes","0","Unités",,,27.45,,
"BEL","Belgique","EMPW_P","Share of central government employment filled by women by occupation groups, professionals","2015","2015","PER","Personnes","0","Unités",,,45.39,,
"BEL","Belgique","EMPW_PARL","Share of women parliamentarians","2015","2015","PC","Pourcentage","0","Unités",,,39.3,,
"BEL","Belgique","EMPW_MIN","Share of women ministers","2015","2015","PC","Pourcentage","0","Unités",,,23.1,,
"BEL","Belgique","EMPW_PJ","Share of professional judges that are women","2012","2012","PC","Pourcentage","0","Unités",,,49,,
"BEL","Belgique","EMPW_PJ","Share of professional judges that are women","2014","2014","PC","Pourcentage","0","Unités",,,52,,
"BEL","Belgique","EMPW_CFI","Share of women in courts of first instance","2014","2014","PC","Pourcentage","0","Unités",,,53,,
"BEL","Belgique","EMPW_AC","Share of women in appeal courts","2014","2014","PC","Pourcentage","0","Unités",,,47,,
"BEL","Belgique","EMPW_SC","Share of women in supreme courts","2014","2014","PC","Pourcentage","0","Unités",,,21,,
"BEL","Belgique","COMP_D1","Average annual compensation of central government senior managers, D1 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,342462.53,,
"BEL","Belgique","COMP_D1_WS","Average wages and salaries of central government senior managers, D1 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,222655.88,,
"BEL","Belgique","COMP_D1_ESC","Average employers'social contributions of central government senior managers, D1 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,68578.01,,
"BEL","Belgique","COMP_D1_WT","Average working time correction of central government senior managers, D1 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,51228.64,,
"BEL","Belgique","COMP_D2","Average annual compensation of central government senior managers, D2 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,255305.61,,
"BEL","Belgique","COMP_D2_WS","Average wages and salaries of central government senior managers, D2 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,165989.83,,
"BEL","Belgique","COMP_D2_ESC","Average employers'social contributions of central government senior managers, D2 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,51124.87,,
"BEL","Belgique","COMP_D2_WT","Average working time correction of central government senior managers, D2 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,38190.92,,
"BEL","Belgique","RCD1_GDP","Average annual compensation of central government senior officials, D1 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,6.9,,
"BEL","Belgique","RCD2_GDP","Average annual compensation of central government senior officials, D2 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,5.14,,
"BEL","Belgique","COMP_D3","Average annual compensation of central government middle managers, D3 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,184262.62,,
"BEL","Belgique","COMP_D3_WS","Average wages and salaries of central government middle managers, D3 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,119800.42,,
"BEL","Belgique","COMP_D3_ESC","Average employers'social contributions of central government middle managers, D3 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,36898.53,,
"BEL","Belgique","COMP_D3_WT","Average working time correction of central government middle managers, D3 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,27563.67,,
"BEL","Belgique","COMP_D4","Average annual compensation of central government middle managers, D4 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,177110.78,,
"BEL","Belgique","COMP_D4_WS","Average wages and salaries of central government middle managers, D4 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,115150.57,,
"BEL","Belgique","COMP_D4_ESC","Average employers'social contributions of central government middle managers, D4 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,35466.38,,
"BEL","Belgique","COMP_D4_WT","Average working time correction of central government middle managers, D4 position, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,26493.83,,
"BEL","Belgique","RCD3_GDP","Average annual compensation of central government middle officials, D3 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,3.71,,
"BEL","Belgique","RCD4_GDP","Average annual compensation of central government middle officials, D4 position, relative to GDP per capita","2015","2015","RATIO","Ratio","0","Unités",,,3.57,,
"BEL","Belgique","COMP_SP","Average annual compensation of senior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,161342.28,,
"BEL","Belgique","COMP_SP_WS","Average wages and salaries of senior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,99653.58,,
"BEL","Belgique","COMP_SP_ESC","Average employers'social contributions of senior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,30693.3,,
"BEL","Belgique","COMP_SP_WT","Average working time correction of senior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,30995.4,,
"BEL","Belgique","COMP_JP","Average annual compensation of junior professionals in central government, USD PPP","2015","2015","USD","Dollar des États-Unis","0","Unités",,,112955.04,,
