pays,annee,nom,valeur
Île-de-France,2013,"Maîtrise des magasins et intermédiaires du commerce, part de femmes","47,4"
Île-de-France,2013,"Cadres de la fonction publique (catégorie A et assimilés), part de femmes","50,7"
Île-de-France,2013,"Cadres des services administratifs, comptables et financiers, part de femmes","50,8"
Île-de-France,2013,"Employés et agents de maîtrise de l'hôtellerie et de la restauration, part de femmes","51,2"
Île-de-France,2013,"Employés et opérateurs de l'informatique, part de femmes","51,7"
Île-de-France,2013,"Médecins et assimilés, part de femmes","55,6"
Île-de-France,2013,"Formateurs, part de femmes","56,2"
Île-de-France,2013,"Agents administratifs et commerciaux des transports et du tourisme, part de femmes","56,5"
Île-de-France,2013,"Professionnels du droit (hors juristes en entreprise), part de femmes","57,5"
Île-de-France,2013,"Ouvriers qualifiés du textile et du cuir, part de femmes","58,3"
Île-de-France,2013,"Ouvriers non qualifiés du textile et du cuir, part de femmes","59,1"
Île-de-France,2013,"Professionnels de l'action culturelle, sportive et surveillants, part de femmes","59,5"
Île-de-France,2013,"Professionnels de la communication et de l'information, part de femmes","62,8"
Île-de-France,2013,"Vendeurs, part de femmes","65,1"
Île-de-France,2013,"Professions intermédiaires administratives de la fonction publique (catégorie B et assimilés), part de femmes","65,4"
Île-de-France,2013,"Techniciens de la banque et des assurances, part de femmes","66,5"
Île-de-France,2013,"Enseignants, part de femmes","67,6"
Île-de-France,2013,"Agents d'entretien, part de femmes","69,2"
Île-de-France,2013,"Employés administratifs de la fonction publique (catégorie C et assimilés), part de femmes","69,6"
Île-de-France,2013,"Techniciens des services administratifs, comptables et financiers, part de femmes","70,0"
Île-de-France,2013,"Employés administratifs d'entreprise, part de femmes","70,8"
Île-de-France,2013,"Caissiers, employés de libre service, part de femmes","71,9"
Île-de-France,2013,"Professions para-médicales, part de femmes","73,5"
Île-de-France,2013,"Employés de la banque et des assurances, part de femmes","73,7"
Île-de-France,2013,"Employés de la comptabilité, part de femmes","77,6"
Île-de-France,2013,"Professionnels de l'action sociale et de l'orientation, part de femmes","78,2"
Île-de-France,2013,"Coiffeurs, esthéticiens, part de femmes","85,4"
Île-de-France,2013,"Infirmiers, sages-femmes, part de femmes","88,1"
Île-de-France,2013,"Aides-soignants, part de femmes","89,9"
Île-de-France,2013,"Employés de maison, part de femmes","93,8"
Île-de-France,2013,"Secrétaires, part de femmes","94,3"
Île-de-France,2013,"Aides à domicile et aides ménagères, part de femmes","95,8"
Île-de-France,2013,"Secrétaires de direction, part de femmes","96,1"
Île-de-France,2013,"Assistantes maternelles, part de femmes","98,8"
