"LOCATION","Pays","INDICATOR","Indicateur","SEX","Sexe","AGE","Age","TIME","Temps","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australie","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","1996","1996","PC","Pourcentage","0","Unités",,,5.423211,,
"AUS","Australie","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","1997","1997","PC","Pourcentage","0","Unités",,,5.506339,,
"AUS","Australie","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","1998","1998","PC","Pourcentage","0","Unités",,,5.539696,,
"AUS","Australie","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","1999","1999","PC","Pourcentage","0","Unités",,,5.208141,,
"AUS","Australie","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2000","2000","PC","Pourcentage","0","Unités",,,5.329222,,
"AUS","Australie","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2001","2001","PC","Pourcentage","0","Unités",,,5.734203,,
"AUS","Australie","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2002","2002","PC","Pourcentage","0","Unités",,,5.608345,,
"AUS","Australie","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2003","2003","PC","Pourcentage","0","Unités",,,5.453687,,
"AUS","Australie","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2004","2004","PC","Pourcentage","0","Unités",,,5.327032,,
"AUS","Australie","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2005","2005","PC","Pourcentage","0","Unités",,,5.353482,,
"AUS","Australie","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2006","2006","PC","Pourcentage","0","Unités",,,5.099369,,
"AUS","Australie","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2007","2007","PC","Pourcentage","0","Unités",,,4.971775,,
"AUS","Australie","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2008","2008","PC","Pourcentage","0","Unités",,,4.958927,,
"AUS","Australie","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2009","2009","PC","Pourcentage","0","Unités",,,4.625806,,
"AUS","Australie","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2010","2010","PC","Pourcentage","0","Unités",,,4.766609,,
"AUS","Australie","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2011","2011","PC","Pourcentage","0","Unités",,,4.601101,,
"AUS","Australie","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2012","2012","PC","Pourcentage","0","Unités",,,4.386547,,
"AUS","Australie","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2013","2013","PC","Pourcentage","0","Unités",,,4.343425,,
"AUS","Australie","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2014","2014","PC","Pourcentage","0","Unités",,,4.306011,,
"AUS","Australie","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2015","2015","PC","Pourcentage","0","Unités",,,4.353965,,
"AUS","Australie","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2016","2016","PC","Pourcentage","0","Unités",,,4.221757,,
"AUS","Australie","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2017","2017","PC","Pourcentage","0","Unités",,,4.136927,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","1995","1995","PC","Pourcentage","0","Unités",,,6.287323,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","1996","1996","PC","Pourcentage","0","Unités",,,6.408862,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","1997","1997","PC","Pourcentage","0","Unités",,,6.391946,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","1998","1998","PC","Pourcentage","0","Unités",,,6.641573,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","1999","1999","PC","Pourcentage","0","Unités",,,6.40047,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2000","2000","PC","Pourcentage","0","Unités",,,6.428362,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2001","2001","PC","Pourcentage","0","Unités",,,6.346719,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2002","2002","PC","Pourcentage","0","Unités",,,6.920798,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2003","2003","PC","Pourcentage","0","Unités",,,6.746575,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2004","2004","PC","Pourcentage","0","Unités",,,5.886277,"B","Rupture"
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2005","2005","PC","Pourcentage","0","Unités",,,6.50314,"B","Rupture"
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2006","2006","PC","Pourcentage","0","Unités",,,6.502721,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2007","2007","PC","Pourcentage","0","Unités",,,6.665397,"B","Rupture"
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2008","2008","PC","Pourcentage","0","Unités",,,6.324521,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2009","2009","PC","Pourcentage","0","Unités",,,6.482369,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2010","2010","PC","Pourcentage","0","Unités",,,6.432137,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2011","2011","PC","Pourcentage","0","Unités",,,6.542453,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2012","2012","PC","Pourcentage","0","Unités",,,6.477827,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2013","2013","PC","Pourcentage","0","Unités",,,6.262011,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2014","2014","PC","Pourcentage","0","Unités",,,6.584517,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2015","2015","PC","Pourcentage","0","Unités",,,6.2296,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2016","2016","PC","Pourcentage","0","Unités",,,6.259429,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2017","2017","PC","Pourcentage","0","Unités",,,6.320746,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","1995","1995","PC","Pourcentage","0","Unités",,,2.611465,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","1996","1996","PC","Pourcentage","0","Unités",,,2.662208,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","1997","1997","PC","Pourcentage","0","Unités",,,2.825766,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","1998","1998","PC","Pourcentage","0","Unités",,,2.985454,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","1999","1999","PC","Pourcentage","0","Unités",,,2.855536,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2000","2000","PC","Pourcentage","0","Unités",,,3.05837,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2001","2001","PC","Pourcentage","0","Unités",,,2.969319,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2002","2002","PC","Pourcentage","0","Unités",,,2.990881,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2003","2003","PC","Pourcentage","0","Unités",,,2.913376,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2004","2004","PC","Pourcentage","0","Unités",,,2.243884,"B","Rupture"
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2005","2005","PC","Pourcentage","0","Unités",,,2.243666,"B","Rupture"
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2006","2006","PC","Pourcentage","0","Unités",,,2.527683,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2007","2007","PC","Pourcentage","0","Unités",,,2.603074,"B","Rupture"
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2008","2008","PC","Pourcentage","0","Unités",,,2.579288,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2009","2009","PC","Pourcentage","0","Unités",,,2.535536,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2010","2010","PC","Pourcentage","0","Unités",,,2.50489,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2011","2011","PC","Pourcentage","0","Unités",,,2.384149,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2012","2012","PC","Pourcentage","0","Unités",,,2.292264,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2013","2013","PC","Pourcentage","0","Unités",,,2.235579,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2014","2014","PC","Pourcentage","0","Unités",,,2.358367,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2015","2015","PC","Pourcentage","0","Unités",,,2.376495,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2016","2016","PC","Pourcentage","0","Unités",,,2.485171,,
"AUT","Autriche","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2017","2017","PC","Pourcentage","0","Unités",,,2.61547,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","1995","1995","PC","Pourcentage","0","Unités",,,2.673158,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","1996","1996","PC","Pourcentage","0","Unités",,,2.658677,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","1997","1997","PC","Pourcentage","0","Unités",,,2.058758,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","1998","1998","PC","Pourcentage","0","Unités",,,2.473342,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","1999","1999","PC","Pourcentage","0","Unités",,,5.870756,"B","Rupture"
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2000","2000","PC","Pourcentage","0","Unités",,,6.120895,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2001","2001","PC","Pourcentage","0","Unités",,,6.145035,"B","Rupture"
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2002","2002","PC","Pourcentage","0","Unités",,,5.464434,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2003","2003","PC","Pourcentage","0","Unités",,,5.602754,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2004","2004","PC","Pourcentage","0","Unités",,,6.209474,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2005","2005","PC","Pourcentage","0","Unités",,,6.365138,"B","Rupture"
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2006","2006","PC","Pourcentage","0","Unités",,,6.368352,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2007","2007","PC","Pourcentage","0","Unités",,,6.204048,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2008","2008","PC","Pourcentage","0","Unités",,,5.855579,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2009","2009","PC","Pourcentage","0","Unités",,,6.168939,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2010","2010","PC","Pourcentage","0","Unités",,,6.10869,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2011","2011","PC","Pourcentage","0","Unités",,,5.947833,"B","Rupture"
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2012","2012","PC","Pourcentage","0","Unités",,,5.65464,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2013","2013","PC","Pourcentage","0","Unités",,,5.922222,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2014","2014","PC","Pourcentage","0","Unités",,,5.523413,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2015","2015","PC","Pourcentage","0","Unités",,,5.828362,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2016","2016","PC","Pourcentage","0","Unités",,,5.634787,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2017","2017","PC","Pourcentage","0","Unités",,,5.371582,"B","Rupture"
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","1995","1995","PC","Pourcentage","0","Unités",,,0.6358458,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","1996","1996","PC","Pourcentage","0","Unités",,,0.5613154,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","1997","1997","PC","Pourcentage","0","Unités",,,0.4372428,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","1998","1998","PC","Pourcentage","0","Unités",,,0.7969136,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","1999","1999","PC","Pourcentage","0","Unités",,,2.289711,"B","Rupture"
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2000","2000","PC","Pourcentage","0","Unités",,,2.253554,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2001","2001","PC","Pourcentage","0","Unités",,,1.972014,"B","Rupture"
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2002","2002","PC","Pourcentage","0","Unités",,,1.936425,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2003","2003","PC","Pourcentage","0","Unités",,,2.009934,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2004","2004","PC","Pourcentage","0","Unités",,,2.231147,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2005","2005","PC","Pourcentage","0","Unités",,,2.208923,"B","Rupture"
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2006","2006","PC","Pourcentage","0","Unités",,,2.406273,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2007","2007","PC","Pourcentage","0","Unités",,,2.231448,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2008","2008","PC","Pourcentage","0","Unités",,,2.060864,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2009","2009","PC","Pourcentage","0","Unités",,,2.24821,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2010","2010","PC","Pourcentage","0","Unités",,,2.353816,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2011","2011","PC","Pourcentage","0","Unités",,,1.871408,"B","Rupture"
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2012","2012","PC","Pourcentage","0","Unités",,,2.057975,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2013","2013","PC","Pourcentage","0","Unités",,,2.247191,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2014","2014","PC","Pourcentage","0","Unités",,,2.353334,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2015","2015","PC","Pourcentage","0","Unités",,,2.373478,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2016","2016","PC","Pourcentage","0","Unités",,,2.301305,,
"BEL","Belgique","ENT1","Part des personnes en emploi étant employeurs","WOMEN","Women","TOTAL","Total","2017","2017","PC","Pourcentage","0","Unités",,,2.464607,"B","Rupture"
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","1990","1990","PC","Pourcentage","0","Unités",,,8.278688,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","1991","1991","PC","Pourcentage","0","Unités",,,8.897109,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","1992","1992","PC","Pourcentage","0","Unités",,,8.826887,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","1993","1993","PC","Pourcentage","0","Unités",,,8.961823,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","1994","1994","PC","Pourcentage","0","Unités",,,8.27162,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","1995","1995","PC","Pourcentage","0","Unités",,,8.39026,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","1996","1996","PC","Pourcentage","0","Unités",,,8.169032,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","1997","1997","PC","Pourcentage","0","Unités",,,7.875279,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","1998","1998","PC","Pourcentage","0","Unités",,,7.525228,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","1999","1999","PC","Pourcentage","0","Unités",,,7.511059,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2000","2000","PC","Pourcentage","0","Unités",,,7.116666,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2001","2001","PC","Pourcentage","0","Unités",,,6.94066,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2002","2002","PC","Pourcentage","0","Unités",,,6.556785,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2003","2003","PC","Pourcentage","0","Unités",,,6.580333,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2004","2004","PC","Pourcentage","0","Unités",,,6.81501,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2005","2005","PC","Pourcentage","0","Unités",,,6.930332,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2006","2006","PC","Pourcentage","0","Unités",,,6.584817,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2007","2007","PC","Pourcentage","0","Unités",,,6.593018,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2008","2008","PC","Pourcentage","0","Unités",,,6.507701,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2009","2009","PC","Pourcentage","0","Unités",,,6.616732,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2010","2010","PC","Pourcentage","0","Unités",,,6.373622,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2011","2011","PC","Pourcentage","0","Unités",,,6.054048,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2012","2012","PC","Pourcentage","0","Unités",,,5.822841,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2013","2013","PC","Pourcentage","0","Unités",,,5.906497,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2014","2014","PC","Pourcentage","0","Unités",,,5.742006,,
"CAN","Canada","ENT1","Part des personnes en emploi étant employeurs","MEN","Men","TOTAL","Total","2015","2015","PC","Pourcentage","0","Unités",,,5.802604,,
