LOCATION,Pays,INDICATOR,Indicateur,SEX,Sexe,AGE,Age,TIME,Temps,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
AUT,Autriche,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2007,2007,PC,Pourcentage,0,Unités,,,2.6030740000000003,B,Rupture
AUT,Autriche,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2008,2008,PC,Pourcentage,0,Unités,,,2.579288,,
AUT,Autriche,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2009,2009,PC,Pourcentage,0,Unités,,,2.535536,,
AUT,Autriche,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2010,2010,PC,Pourcentage,0,Unités,,,2.50489,,
AUT,Autriche,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2011,2011,PC,Pourcentage,0,Unités,,,2.3841490000000003,,
AUT,Autriche,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2012,2012,PC,Pourcentage,0,Unités,,,2.292264,,
AUT,Autriche,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2013,2013,PC,Pourcentage,0,Unités,,,2.235579,,
AUT,Autriche,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2014,2014,PC,Pourcentage,0,Unités,,,2.358367,,
AUT,Autriche,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2015,2015,PC,Pourcentage,0,Unités,,,2.3764950000000002,,
AUT,Autriche,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2016,2016,PC,Pourcentage,0,Unités,,,2.485171,,
AUT,Autriche,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2017,2017,PC,Pourcentage,0,Unités,,,2.61547,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,1995,1995,PC,Pourcentage,0,Unités,,,2.6731580000000004,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,1996,1996,PC,Pourcentage,0,Unités,,,2.658677,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,1997,1997,PC,Pourcentage,0,Unités,,,2.058758,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,1998,1998,PC,Pourcentage,0,Unités,,,2.4733419999999997,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,1999,1999,PC,Pourcentage,0,Unités,,,5.870756,B,Rupture
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2000,2000,PC,Pourcentage,0,Unités,,,6.120895,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2001,2001,PC,Pourcentage,0,Unités,,,6.145035,B,Rupture
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2002,2002,PC,Pourcentage,0,Unités,,,5.464434,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2003,2003,PC,Pourcentage,0,Unités,,,5.602754,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2004,2004,PC,Pourcentage,0,Unités,,,6.209474,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2005,2005,PC,Pourcentage,0,Unités,,,6.365138,B,Rupture
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2006,2006,PC,Pourcentage,0,Unités,,,6.368352,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2007,2007,PC,Pourcentage,0,Unités,,,6.204048,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2008,2008,PC,Pourcentage,0,Unités,,,5.855579,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2009,2009,PC,Pourcentage,0,Unités,,,6.168939,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2010,2010,PC,Pourcentage,0,Unités,,,6.10869,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2011,2011,PC,Pourcentage,0,Unités,,,5.947833,B,Rupture
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2012,2012,PC,Pourcentage,0,Unités,,,5.6546400000000006,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2013,2013,PC,Pourcentage,0,Unités,,,5.9222220000000005,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2014,2014,PC,Pourcentage,0,Unités,,,5.523413,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2015,2015,PC,Pourcentage,0,Unités,,,5.828362,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2016,2016,PC,Pourcentage,0,Unités,,,5.634787,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2017,2017,PC,Pourcentage,0,Unités,,,5.371582,B,Rupture
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,1995,1995,PC,Pourcentage,0,Unités,,,0.6358458,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,1996,1996,PC,Pourcentage,0,Unités,,,0.5613154,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,1997,1997,PC,Pourcentage,0,Unités,,,0.4372428,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,1998,1998,PC,Pourcentage,0,Unités,,,0.7969136,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,1999,1999,PC,Pourcentage,0,Unités,,,2.289711,B,Rupture
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2000,2000,PC,Pourcentage,0,Unités,,,2.2535540000000003,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2001,2001,PC,Pourcentage,0,Unités,,,1.972014,B,Rupture
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2002,2002,PC,Pourcentage,0,Unités,,,1.936425,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2003,2003,PC,Pourcentage,0,Unités,,,2.009934,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2004,2004,PC,Pourcentage,0,Unités,,,2.231147,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2005,2005,PC,Pourcentage,0,Unités,,,2.208923,B,Rupture
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2006,2006,PC,Pourcentage,0,Unités,,,2.406273,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2007,2007,PC,Pourcentage,0,Unités,,,2.231448,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2008,2008,PC,Pourcentage,0,Unités,,,2.060864,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2009,2009,PC,Pourcentage,0,Unités,,,2.24821,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2010,2010,PC,Pourcentage,0,Unités,,,2.353816,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2011,2011,PC,Pourcentage,0,Unités,,,1.8714080000000002,B,Rupture
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2012,2012,PC,Pourcentage,0,Unités,,,2.057975,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2013,2013,PC,Pourcentage,0,Unités,,,2.247191,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2014,2014,PC,Pourcentage,0,Unités,,,2.353334,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2015,2015,PC,Pourcentage,0,Unités,,,2.373478,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2016,2016,PC,Pourcentage,0,Unités,,,2.3013049999999997,,
BEL,Belgique,ENT1,Part des personnes en emploi étant employeurs,WOMEN,Women,TOTAL,Total,2017,2017,PC,Pourcentage,0,Unités,,,2.464607,B,Rupture
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,1990,1990,PC,Pourcentage,0,Unités,,,8.278688,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,1991,1991,PC,Pourcentage,0,Unités,,,8.897109,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,1992,1992,PC,Pourcentage,0,Unités,,,8.826887,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,1993,1993,PC,Pourcentage,0,Unités,,,8.961822999999999,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,1994,1994,PC,Pourcentage,0,Unités,,,8.27162,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,1995,1995,PC,Pourcentage,0,Unités,,,8.390260000000001,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,1996,1996,PC,Pourcentage,0,Unités,,,8.169032000000001,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,1997,1997,PC,Pourcentage,0,Unités,,,7.875278999999999,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,1998,1998,PC,Pourcentage,0,Unités,,,7.525228,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,1999,1999,PC,Pourcentage,0,Unités,,,7.5110589999999995,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2000,2000,PC,Pourcentage,0,Unités,,,7.116666,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2001,2001,PC,Pourcentage,0,Unités,,,6.94066,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2002,2002,PC,Pourcentage,0,Unités,,,6.5567850000000005,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2003,2003,PC,Pourcentage,0,Unités,,,6.580333,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2004,2004,PC,Pourcentage,0,Unités,,,6.815010000000001,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2005,2005,PC,Pourcentage,0,Unités,,,6.930332000000001,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2006,2006,PC,Pourcentage,0,Unités,,,6.584817,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2007,2007,PC,Pourcentage,0,Unités,,,6.593017999999999,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2008,2008,PC,Pourcentage,0,Unités,,,6.507701,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2009,2009,PC,Pourcentage,0,Unités,,,6.616732000000001,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2010,2010,PC,Pourcentage,0,Unités,,,6.373622,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2011,2011,PC,Pourcentage,0,Unités,,,6.054048000000001,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2012,2012,PC,Pourcentage,0,Unités,,,5.822841,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2013,2013,PC,Pourcentage,0,Unités,,,5.906497,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2014,2014,PC,Pourcentage,0,Unités,,,5.742006,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2015,2015,PC,Pourcentage,0,Unités,,,5.802604,,
CAN,Canada,ENT1,Part des personnes en emploi étant employeurs,MEN,Men,TOTAL,Total,2016,2016,PC,Pourcentage,0,Unités,,,5.712695,,
