LOCATION,Pays,INDICATOR,Indicateur,SEX,Sexe,AGE,Age,TIME,Temps,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
NLD,Pays-Bas,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2010,2010,PC,Pourcentage,0,Unités,,,8.04,,
NLD,Pays-Bas,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2011,2011,PC,Pourcentage,0,Unités,,,8.61,,
NLD,Pays-Bas,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2012,2012,PC,Pourcentage,0,Unités,,,9.07,,
NLD,Pays-Bas,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2013,2013,PC,Pourcentage,0,Unités,,,9.17,,
NLD,Pays-Bas,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2014,2014,PC,Pourcentage,0,Unités,,,9.28,,
NLD,Pays-Bas,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2015,2015,PC,Pourcentage,0,Unités,,,9.33,,
NLD,Pays-Bas,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2016,2016,PC,Pourcentage,0,Unités,,,9.29,,
NLD,Pays-Bas,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2017,2017,PC,Pourcentage,0,Unités,,,9.29,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1980,1980,PC,Pourcentage,0,Unités,,,8.11,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1981,1981,PC,Pourcentage,0,Unités,,,7.11,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1982,1982,PC,Pourcentage,0,Unités,,,10.11,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1983,1983,PC,Pourcentage,0,Unités,,,12.5,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1984,1984,PC,Pourcentage,0,Unités,,,12.22,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1985,1985,PC,Pourcentage,0,Unités,,,13.96,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1986,1986,PC,Pourcentage,0,Unités,,,12.32,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1987,1987,PC,Pourcentage,0,Unités,,,12.06,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1988,1988,PC,Pourcentage,0,Unités,,,7.24,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1989,1989,PC,Pourcentage,0,Unités,,,3.26,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1990,1990,PC,Pourcentage,0,Unités,,,2.71,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1991,1991,PC,Pourcentage,0,Unités,,,4.09,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1992,1992,PC,Pourcentage,0,Unités,,,5.82,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1993,1993,PC,Pourcentage,0,Unités,,,8.6,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1994,1994,PC,Pourcentage,0,Unités,,,8.28,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1995,1995,PC,Pourcentage,0,Unités,,,7.04,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1996,1996,PC,Pourcentage,0,Unités,,,7.7,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1997,1997,PC,Pourcentage,0,Unités,,,7.98,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1998,1998,PC,Pourcentage,0,Unités,,,10.35,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1999,1999,PC,Pourcentage,0,Unités,,,9.97,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2000,2000,PC,Pourcentage,0,Unités,,,11.28,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2001,2001,PC,Pourcentage,0,Unités,,,12.56,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2002,2002,PC,Pourcentage,0,Unités,,,13.85,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2003,2003,PC,Pourcentage,0,Unités,,,13.91,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2004,2004,PC,Pourcentage,0,Unités,,,11.8,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2005,2005,PC,Pourcentage,0,Unités,,,10.07,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2006,2006,PC,Pourcentage,0,Unités,,,12.05,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2007,2007,PC,Pourcentage,0,Unités,,,11.92,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2008,2008,PC,Pourcentage,0,Unités,,,11.7,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2009,2009,PC,Pourcentage,0,Unités,,,10.63,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2010,2010,PC,Pourcentage,0,Unités,,,11.17,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2011,2011,PC,Pourcentage,0,Unités,,,10.65,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2012,2012,PC,Pourcentage,0,Unités,,,10.41,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2013,2013,PC,Pourcentage,0,Unités,,,10.72,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2014,2014,PC,Pourcentage,0,Unités,,,11.82,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2015,2015,PC,Pourcentage,0,Unités,,,13.05,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2016,2016,PC,Pourcentage,0,Unités,,,12.86,,
GRC,Grèce,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2017,2017,PC,Pourcentage,0,Unités,,,12.79,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1980,1980,PC,Pourcentage,0,Unités,,,12.98,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1981,1981,PC,Pourcentage,0,Unités,,,12.07,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1982,1982,PC,Pourcentage,0,Unités,,,11.29,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1983,1983,PC,Pourcentage,0,Unités,,,10.25,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1984,1984,PC,Pourcentage,0,Unités,,,10.54,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1985,1985,PC,Pourcentage,0,Unités,,,11.03,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1986,1986,PC,Pourcentage,0,Unités,,,11.11,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1987,1987,PC,Pourcentage,0,Unités,,,10.63,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1988,1988,PC,Pourcentage,0,Unités,,,10.44,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1989,1989,PC,Pourcentage,0,Unités,,,9.56,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1990,1990,PC,Pourcentage,0,Unités,,,9.68,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1991,1991,PC,Pourcentage,0,Unités,,,10.07,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1992,1992,PC,Pourcentage,0,Unités,,,11.25,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1993,1993,PC,Pourcentage,0,Unités,,,12.21,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1994,1994,PC,Pourcentage,0,Unités,,,12.55,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1995,1995,PC,Pourcentage,0,Unités,,,11.54,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1996,1996,PC,Pourcentage,0,Unités,,,10.62,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1997,1997,PC,Pourcentage,0,Unités,,,9.7,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1998,1998,PC,Pourcentage,0,Unités,,,9.94,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1999,1999,PC,Pourcentage,0,Unités,,,9.74,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2000,2000,PC,Pourcentage,0,Unités,,,9.46,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2001,2001,PC,Pourcentage,0,Unités,,,10.22,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2002,2002,PC,Pourcentage,0,Unités,,,12.19,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2003,2003,PC,Pourcentage,0,Unités,,,13.7,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2004,2004,PC,Pourcentage,0,Unités,,,14.46,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2005,2005,PC,Pourcentage,0,Unités,,,15.59,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2006,2006,PC,Pourcentage,0,Unités,,,17.43,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2007,2007,PC,Pourcentage,0,Unités,,,15.77,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2008,2008,PC,Pourcentage,0,Unités,,,16.19,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2009,2009,PC,Pourcentage,0,Unités,,,16.34,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2010,2010,PC,Pourcentage,0,Unités,,,16.97,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2011,2011,PC,Pourcentage,0,Unités,,,17.16,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2012,2012,PC,Pourcentage,0,Unités,,,17.17,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2013,2013,PC,Pourcentage,0,Unités,,,17.38,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2014,2014,PC,Pourcentage,0,Unités,,,16.63,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2015,2015,PC,Pourcentage,0,Unités,,,17.36,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2016,2016,PC,Pourcentage,0,Unités,,,17.22,,
RUS,Russie,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2017,2017,PC,Pourcentage,0,Unités,,,18.13,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1980,1980,PC,Pourcentage,0,Unités,,,2.94,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1981,1981,PC,Pourcentage,0,Unités,,,3.46,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1982,1982,PC,Pourcentage,0,Unités,,,4.47,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1983,1983,PC,Pourcentage,0,Unités,,,4.47,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1984,1984,PC,Pourcentage,0,Unités,,,6.29,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1985,1985,PC,Pourcentage,0,Unités,,,5.66,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1986,1986,PC,Pourcentage,0,Unités,,,6.43,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1987,1987,PC,Pourcentage,0,Unités,,,4.9,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1988,1988,PC,Pourcentage,0,Unités,,,6.02,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1989,1989,PC,Pourcentage,0,Unités,,,7.19,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1990,1990,PC,Pourcentage,0,Unités,,,7.57,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1991,1991,PC,Pourcentage,0,Unités,,,7.74,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1992,1992,PC,Pourcentage,0,Unités,,,7.17,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1993,1993,PC,Pourcentage,0,Unités,,,7.48,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1994,1994,PC,Pourcentage,0,Unités,,,6.67,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1995,1995,PC,Pourcentage,0,Unités,,,7.03,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1996,1996,PC,Pourcentage,0,Unités,,,6.74,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1997,1997,PC,Pourcentage,0,Unités,,,6.62,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1998,1998,PC,Pourcentage,0,Unités,,,5.99,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1999,1999,PC,Pourcentage,0,Unités,,,6.09,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2000,2000,PC,Pourcentage,0,Unités,,,6.3,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2001,2001,PC,Pourcentage,0,Unités,,,6.65,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2002,2002,PC,Pourcentage,0,Unités,,,7.22,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2003,2003,PC,Pourcentage,0,Unités,,,7.81,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2004,2004,PC,Pourcentage,0,Unités,,,8.33,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2005,2005,PC,Pourcentage,0,Unités,,,7.93,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2006,2006,PC,Pourcentage,0,Unités,,,7.26,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2007,2007,PC,Pourcentage,0,Unités,,,7.84,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2008,2008,PC,Pourcentage,0,Unités,,,7.66,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2009,2009,PC,Pourcentage,0,Unités,,,8.43,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2010,2010,PC,Pourcentage,0,Unités,,,8.87,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2011,2011,PC,Pourcentage,0,Unités,,,9.46,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2012,2012,PC,Pourcentage,0,Unités,,,10.13,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2013,2013,PC,Pourcentage,0,Unités,,,10.04,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2014,2014,PC,Pourcentage,0,Unités,,,10.51,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2015,2015,PC,Pourcentage,0,Unités,,,9.96,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2016,2016,PC,Pourcentage,0,Unités,,,10.54,,
CZE,République tchèque,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2017,2017,PC,Pourcentage,0,Unités,,,10.56,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1980,1980,PC,Pourcentage,0,Unités,,,2.39,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1981,1981,PC,Pourcentage,0,Unités,,,2.34,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1982,1982,PC,Pourcentage,0,Unités,,,2.48,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1983,1983,PC,Pourcentage,0,Unités,,,2.41,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1984,1984,PC,Pourcentage,0,Unités,,,2.68,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1985,1985,PC,Pourcentage,0,Unités,,,2.8,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1986,1986,PC,Pourcentage,0,Unités,,,3.07,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1987,1987,PC,Pourcentage,0,Unités,,,3.36,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1988,1988,PC,Pourcentage,0,Unités,,,3.58,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1989,1989,PC,Pourcentage,0,Unités,,,4.0,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1990,1990,PC,Pourcentage,0,Unités,,,4.16,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1991,1991,PC,Pourcentage,0,Unités,,,4.85,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1992,1992,PC,Pourcentage,0,Unités,,,5.27,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1993,1993,PC,Pourcentage,0,Unités,,,5.8,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1994,1994,PC,Pourcentage,0,Unités,,,5.94,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1995,1995,PC,Pourcentage,0,Unités,,,6.15,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1996,1996,PC,Pourcentage,0,Unités,,,6.48,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1997,1997,PC,Pourcentage,0,Unités,,,6.74,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1998,1998,PC,Pourcentage,0,Unités,,,7.02,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,1999,1999,PC,Pourcentage,0,Unités,,,7.34,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2000,2000,PC,Pourcentage,0,Unités,,,7.55,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2001,2001,PC,Pourcentage,0,Unités,,,7.6,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2002,2002,PC,Pourcentage,0,Unités,,,7.55,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2003,2003,PC,Pourcentage,0,Unités,,,7.75,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2004,2004,PC,Pourcentage,0,Unités,,,7.95,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2005,2005,PC,Pourcentage,0,Unités,,,8.24,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2006,2006,PC,Pourcentage,0,Unités,,,8.76,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2007,2007,PC,Pourcentage,0,Unités,,,8.56,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2008,2008,PC,Pourcentage,0,Unités,,,8.6,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2009,2009,PC,Pourcentage,0,Unités,,,8.44,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2010,2010,PC,Pourcentage,0,Unités,,,8.33,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2011,2011,PC,Pourcentage,0,Unités,,,8.28,,
GBR,Royaume-Uni,ENT4,Part de femmes inventrices,WOMEN,Women,TOTAL,Total,2012,2012,PC,Pourcentage,0,Unités,,,8.34,,
