"REG","Région","LOCATION","Pays","INC","Groupe de revenus","VAR","Variables","TIME","Année","Value","Flag Codes","Flags"
"LAC","Amérique latine et Caraïbes","GTM","Guatemala","LMI","Pays à revenu moyen bas","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.08,,
"SA","Asie du Sud","IND","Inde","LMI","Pays à revenu moyen bas","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.11,,
"EAP","Asie de l'Est et Pacifique","IDN","Indonésie","LMI","Pays à revenu moyen bas","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.09,,
"ECA","Europe and Central Asia","KGZ","Kirghizistan","LMI","Pays à revenu moyen bas","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.12,,
"EAP","Asie de l'Est et Pacifique","LAO","République démocratique populaire lao","LMI","Pays à revenu moyen bas","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.09,,
"SSA","Afrique Sub-Saharienne","LSO","Lesotho","LMI","Pays à revenu moyen bas","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.31,,
"MENA","Moyen-Orient et Afrique du Nord","MAR","Maroc","LMI","Pays à revenu moyen bas","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.04,,
"LAC","Amérique latine et Caraïbes","NIC","Nicaragua","LMI","Pays à revenu moyen bas","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.18,,
"EAP","Asie de l'Est et Pacifique","PHL","Philippines","LMI","Pays à revenu moyen bas","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.11,,
"SSA","Afrique Sub-Saharienne","SEN","Sénégal","LMI","Pays à revenu moyen bas","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.09,,
"SSA","Afrique Sub-Saharienne","ZMB","Zambie","LMI","Pays à revenu moyen bas","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.19,,
"ECA","Europe and Central Asia","HUN","Hongrie","UMI","Pays à revenu moyen haut","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.23,,
"LAC","Amérique latine et Caraïbes","ARG","Argentine","UMI","Pays à revenu moyen haut","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.18,,
"SSA","Afrique Sub-Saharienne","BWA","Botswana","UMI","Pays à revenu moyen haut","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.35,,
"ECA","Europe and Central Asia","BGR","Bulgarie","UMI","Pays à revenu moyen haut","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.2,,
"LAC","Amérique latine et Caraïbes","ECU","Équateur","UMI","Pays à revenu moyen haut","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.25,,
"MENA","Moyen-Orient et Afrique du Nord","JOR","Jordanie","UMI","Pays à revenu moyen haut","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.03,,
"MENA","Moyen-Orient et Afrique du Nord","LBN","Liban","UMI","Pays à revenu moyen haut","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.07,,
"EAP","Asie de l'Est et Pacifique","MYS","Malaisie","UMI","Pays à revenu moyen haut","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.13,,
"LAC","Amérique latine et Caraïbes","PAN","Panama","UMI","Pays à revenu moyen haut","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.29,,
"LAC","Amérique latine et Caraïbes","PER","Pérou","UMI","Pays à revenu moyen haut","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.2,,
"ECA","Europe and Central Asia","ROU","Roumanie","UMI","Pays à revenu moyen haut","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.3,,
"EAP","Asie de l'Est et Pacifique","THA","Thaïlande","UMI","Pays à revenu moyen haut","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.27,,
"ECA","Europe and Central Asia","SRB","Serbie","UMI","Pays à revenu moyen haut","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.18,,
"ALL","Toutes les régions","AUT","Autriche","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.31,,
"ALL","Toutes les régions","BEL","Belgique","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.14,,
"ALL","Toutes les régions","CZE","République tchèque","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.16,,
"ALL","Toutes les régions","DNK","Danemark","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.12,,
"ALL","Toutes les régions","FIN","Finlande","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.11,,
"ALL","Toutes les régions","FRA","France","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.19,,
"ALL","Toutes les régions","DEU","Allemagne","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.09,,
"ALL","Toutes les régions","GRC","Grèce","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.3,,
"ALL","Toutes les régions","HUN","Hongrie","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.23,,
"ALL","Toutes les régions","IRL","Irlande","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.1,,
"ALL","Toutes les régions","ITA","Italie","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.32,,
"ALL","Toutes les régions","LUX","Luxembourg","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.21,,
"ALL","Toutes les régions","NLD","Pays-Bas","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.05,,
"ALL","Toutes les régions","NOR","Norvège","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.13,,
"ALL","Toutes les régions","POL","Pologne","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.33,,
"ALL","Toutes les régions","PRT","Portugal","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.26,,
"ALL","Toutes les régions","SVK","République slovaque","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.18,,
"ALL","Toutes les régions","ESP","Espagne","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.27,,
"ALL","Toutes les régions","SWE","Suède","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.14,,
"ALL","Toutes les régions","GBR","Royaume-Uni","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.18,,
"ALL","Toutes les régions","ARG","Argentine","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.18,,
"ALL","Toutes les régions","BGD","Bangladesh","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.03,,
"ALL","Toutes les régions","BWA","Botswana","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.35,,
"ALL","Toutes les régions","BGR","Bulgarie","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.2,,
"ALL","Toutes les régions","CHL","Chili","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.3,,
"ALL","Toutes les régions","CIV","Côte d'Ivoire","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.1,,
"ALL","Toutes les régions","CYP","Chypre","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.26,,
"ALL","Toutes les régions","ECU","Équateur","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.25,,
"ALL","Toutes les régions","EGY","Égypte","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.05,,
"ALL","Toutes les régions","EST","Estonie","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.39,,
"ALL","Toutes les régions","ETH","Éthiopie","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.19,,
"ALL","Toutes les régions","GMB","Gambie","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.08,,
"ALL","Toutes les régions","GEO","Géorgie","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.29,,
"ALL","Toutes les régions","GTM","Guatemala","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.08,,
"ALL","Toutes les régions","GIN","Guinée","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.06,,
"ALL","Toutes les régions","IND","Inde","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.11,,
"ALL","Toutes les régions","IDN","Indonésie","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.09,,
"ALL","Toutes les régions","JOR","Jordanie","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.03,,
"ALL","Toutes les régions","KGZ","Kirghizistan","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.12,,
"ALL","Toutes les régions","LAO","République démocratique populaire lao","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.09,,
"ALL","Toutes les régions","LVA","Lettonie","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.47,,
"ALL","Toutes les régions","LBN","Liban","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.07,,
"ALL","Toutes les régions","LSO","Lesotho","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.31,,
"ALL","Toutes les régions","LTU","Lituanie","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.46,,
"ALL","Toutes les régions","MDG","Madagascar","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.15,,
"ALL","Toutes les régions","MWI","Malawi","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.32,,
"ALL","Toutes les régions","MYS","Malaisie","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.13,,
"ALL","Toutes les régions","MLI","Mali","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.03,,
"ALL","Toutes les régions","MAR","Maroc","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.04,,
"ALL","Toutes les régions","MOZ","Mozambique","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.23,,
"ALL","Toutes les régions","MMR","Myanmar","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.15,,
"ALL","Toutes les régions","NPL","Népal","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.08,,
"ALL","Toutes les régions","NIC","Nicaragua","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.18,,
"ALL","Toutes les régions","PAN","Panama","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.29,,
"ALL","Toutes les régions","PER","Pérou","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.2,,
"ALL","Toutes les régions","PHL","Philippines","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.11,,
"ALL","Toutes les régions","ROU","Roumanie","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.3,,
"ALL","Toutes les régions","SAU","Arabie saoudite","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.01,,
"ALL","Toutes les régions","SEN","Sénégal","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.09,,
"ALL","Toutes les régions","SVN","Slovénie","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.26,,
"ALL","Toutes les régions","TZA","Tanzanie","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.2,,
"ALL","Toutes les régions","THA","Thaïlande","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.27,,
"ALL","Toutes les régions","TTO","Trinité-et-Tobago","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.15,,
"ALL","Toutes les régions","UGA","Ouganda","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.16,,
"ALL","Toutes les régions","URY","Uruguay","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.18,,
"ALL","Toutes les régions","ZMB","Zambie","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.19,,
"ALL","Toutes les régions","SRB","Serbie","AIC","Toutes les catégories de revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.18,,
"ALL","Toutes les régions","CYP","Chypre","HIN","Pays à haut revenu: non-OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.26,,
"ALL","Toutes les régions","LVA","Lettonie","HIN","Pays à haut revenu: non-OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.47,,
"ALL","Toutes les régions","LTU","Lituanie","HIN","Pays à haut revenu: non-OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.46,,
"ALL","Toutes les régions","SAU","Arabie saoudite","HIN","Pays à haut revenu: non-OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.01,,
"ALL","Toutes les régions","TTO","Trinité-et-Tobago","HIN","Pays à haut revenu: non-OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.15,,
"ALL","Toutes les régions","URY","Uruguay","HIN","Pays à haut revenu: non-OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.18,,
"ALL","Toutes les régions","AUT","Autriche","HIO","Pays à haut revenu: OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.31,,
"ALL","Toutes les régions","BEL","Belgique","HIO","Pays à haut revenu: OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.14,,
"ALL","Toutes les régions","CZE","République tchèque","HIO","Pays à haut revenu: OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.16,,
"ALL","Toutes les régions","DNK","Danemark","HIO","Pays à haut revenu: OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.12,,
"ALL","Toutes les régions","FIN","Finlande","HIO","Pays à haut revenu: OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.11,,
"ALL","Toutes les régions","FRA","France","HIO","Pays à haut revenu: OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.19,,
"ALL","Toutes les régions","DEU","Allemagne","HIO","Pays à haut revenu: OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.09,,
"ALL","Toutes les régions","GRC","Grèce","HIO","Pays à haut revenu: OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.3,,
"ALL","Toutes les régions","IRL","Irlande","HIO","Pays à haut revenu: OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.1,,
"ALL","Toutes les régions","ITA","Italie","HIO","Pays à haut revenu: OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.32,,
"ALL","Toutes les régions","LUX","Luxembourg","HIO","Pays à haut revenu: OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.21,,
"ALL","Toutes les régions","NLD","Pays-Bas","HIO","Pays à haut revenu: OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.05,,
"ALL","Toutes les régions","NOR","Norvège","HIO","Pays à haut revenu: OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.13,,
"ALL","Toutes les régions","POL","Pologne","HIO","Pays à haut revenu: OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.33,,
"ALL","Toutes les régions","PRT","Portugal","HIO","Pays à haut revenu: OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.26,,
"ALL","Toutes les régions","SVK","République slovaque","HIO","Pays à haut revenu: OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.18,,
"ALL","Toutes les régions","ESP","Espagne","HIO","Pays à haut revenu: OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.27,,
"ALL","Toutes les régions","SWE","Suède","HIO","Pays à haut revenu: OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.14,,
"ALL","Toutes les régions","GBR","Royaume-Uni","HIO","Pays à haut revenu: OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.18,,
"ALL","Toutes les régions","CHL","Chili","HIO","Pays à haut revenu: OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.3,,
"ALL","Toutes les régions","EST","Estonie","HIO","Pays à haut revenu: OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.39,,
"ALL","Toutes les régions","SVN","Slovénie","HIO","Pays à haut revenu: OCDE","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.26,,
"ALL","Toutes les régions","BGD","Bangladesh","LIN","Pays à faible revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.03,,
"ALL","Toutes les régions","ETH","Éthiopie","LIN","Pays à faible revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.19,,
"ALL","Toutes les régions","GMB","Gambie","LIN","Pays à faible revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.08,,
"ALL","Toutes les régions","GIN","Guinée","LIN","Pays à faible revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.06,,
"ALL","Toutes les régions","MDG","Madagascar","LIN","Pays à faible revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.15,,
"ALL","Toutes les régions","MWI","Malawi","LIN","Pays à faible revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.32,,
"ALL","Toutes les régions","MLI","Mali","LIN","Pays à faible revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.03,,
"ALL","Toutes les régions","MOZ","Mozambique","LIN","Pays à faible revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.23,,
"ALL","Toutes les régions","MMR","Myanmar","LIN","Pays à faible revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.15,,
"ALL","Toutes les régions","NPL","Népal","LIN","Pays à faible revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.08,,
"ALL","Toutes les régions","TZA","Tanzanie","LIN","Pays à faible revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.2,,
"ALL","Toutes les régions","UGA","Ouganda","LIN","Pays à faible revenu","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.16,,
"ALL","Toutes les régions","CIV","Côte d'Ivoire","LMI","Pays à revenu moyen bas","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.1,,
"ALL","Toutes les régions","EGY","Égypte","LMI","Pays à revenu moyen bas","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.05,,
"ALL","Toutes les régions","GEO","Géorgie","LMI","Pays à revenu moyen bas","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.29,,
"ALL","Toutes les régions","GTM","Guatemala","LMI","Pays à revenu moyen bas","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.08,,
"ALL","Toutes les régions","IND","Inde","LMI","Pays à revenu moyen bas","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.11,,
"ALL","Toutes les régions","IDN","Indonésie","LMI","Pays à revenu moyen bas","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.09,,
"ALL","Toutes les régions","KGZ","Kirghizistan","LMI","Pays à revenu moyen bas","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.12,,
"ALL","Toutes les régions","LAO","République démocratique populaire lao","LMI","Pays à revenu moyen bas","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.09,,
"ALL","Toutes les régions","LSO","Lesotho","LMI","Pays à revenu moyen bas","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.31,,
"ALL","Toutes les régions","MAR","Maroc","LMI","Pays à revenu moyen bas","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.04,,
"ALL","Toutes les régions","NIC","Nicaragua","LMI","Pays à revenu moyen bas","RR_2","Titres fonciers détenus par les femmes","2014","2014",0.18,,
