indicator,fr,es
"Spectacle vivant: professionnel·le·s de l'audiovisuel du spectacle vivant, part des femmes","Spectacle vivant: professionnel·les de l'audiovisuel du spectacle vivant, part de femmes","Artes escénicas: profesionales de audiovisuales de artes escénicas, porcentaje de mujeres"
"Spectacle vivant: professionnel·le·s du décor, part des femmes","Spectacle vivant: professionnel·les du décor, part de femmes","Artes escénicas: profesionales de decoración, porcentaje de mujeres"
"Spectacle vivant: professionnel·le·s du costume, part des femmes","Spectacle vivant: professionnel·les du costume, part de femmes","Artes escénicas: profesionales de vestuario, porcentaje de mujeres"
"Spectacle vivant: professionnel·le·s de la coiffure, du maquillage et des masques, part des femmes","Spectacle vivant: professionnel·les de la coiffure, du maquillage et des masques, part de femmes","Artes escénicas: profesionales de peluquería, maquillaje y máscaras, porcentaje de mujeres"
"Spectacle vivant: professionnel·le·s des activités administratives, part des femmes","Spectacle vivant: professionnel·les des activités administratives, part de femmes","Artes escénicas: profesionales de actividades administrativas, porcentaje de mujeres"
"Spectacle vivant: professionnel·le·s de la production, part des femmes","Spectacle vivant: professionnel·les de la production, part de femmes","Artes escénicas: profesionales de la producción, porcentaje de mujeres"
"Spectacle vivant: tous·tes professionnel·le·s, part des femmes","Spectacle vivant: toutes professions, part de femmes","Artes escénicas: todos los profesionales, porcentaje de mujeres"
"Spectacle vivant: artistes interprètes, part des femmes","Spectacle vivant: artistes interprètes, part de femmes","Artes escénicas: artistas intérprete, porcentaje de mujeres"
"Spectacle vivant: cadres, part des femmes","Spectacle vivant: cadres, part de femmes","Artes escénicas: dirigentes, porcentaje de mujeres"
"Spectacle vivant: non cadres, part des femmes","Spectacle vivant: non cadres, part de femmes","Artes escénicas: no dirigentes, porcentaje de mujeres"
"Acteur·trices cinéma, salaires horaires médians des femmes par rapport aux hommes ","Acteur·trices cinéma, salaires horaires médians des femmes par rapport aux hommes","Actores de cine, salario, horarios medios de mujeres respecto a hombres"
"Figurant·tes cinéma, salaires horaires médians des femmes par rapport aux hommes ","Figurant·tes cinéma, salaires horaires médians des femmes par rapport aux hommes","Extras cine, salarios horarios medios de mujeres respecto a hombres"
"Admistrateur·trices cinéma, salaires horaires médians des femmes par rapport aux hommes","Admistrateur·trices cinéma, salaires horaires médians des femmes par rapport aux hommes","Adminitradores cine, salarios horaros medios de mujeres respecto a hombres"
"Assitant·e réalisateur·trices cinéma,  salaires horaires médians des femmes par rapport aux hommes ","Assitant·e réalisateur·trice cinéma,  salaires horaires médians des femmes par rapport aux hommes","Asistentes realizadores cine, salarios horarios medios de mujeres respecto a hombres"
"Autres post-prod cinéma, salaires horaires médians des femmes par rapport aux hommes ","Autres post-prod cinéma, salaires horaires médians des femmes par rapport aux hommes","Otros postproducción cine, salarios horarios medios de mujeres respecto a hombres"
"Cascadeur·ses cinéma, salaires horaires médians des femmes par rapport aux hommes","Cascadeur·ses cinéma, salaires horaires médians des femmes par rapport aux hommes","Especialistas cine, salarios horario medios de mujeres comparado con hombres"
"Chaffeur·ses cinéma, salaires horaires médians des femmes par rapport aux hommes ","Chaffeur·ses cinéma, salaires horaires médians des femmes par rapport aux hommes","Conductor cine, salarios horarios medios de mujeres comparado con hombres"
"Coiffeur·ses cinéma, salaires horaires médians des femmes par rapport aux hommes coiffeur·se cinéma","Coiffeur·ses cinéma, salaires horaires médians des femmes par rapport aux hommes","Peluquero cine, salarios horarios medios de mujeres comparado con hombres"
"Comptabilité/juridique/communication cinéma, salaires horaires médians des femmes par rapport aux hommes ","Comptabilité/juridique/communication cinéma, salaires horaires médians des femmes par rapport aux hommes","Contabilidad/jurídica/comunicación cine, salarios horarios medios de mujeres comparado con hombres"
"Constructeur·trices cinéma, salaires horaires médians des femmes par rapport aux hommes ","Constructeur·trices cinéma, salaires horaires médians des femmes par rapport aux hommes","Constructores cine, salarios horarios medios de mujeres comparado con hombres"
"Costumier·ères/habilleurs·se cinéma, salaires horaires médians des femmes par rapport aux hommes ","Costumier·ères/habilleurs·se cinéma, salaires horaires médians des femmes par rapport aux hommes ","Costureros/vestuaristas cine, salarios horarios medios de mujeres comparado con hombres"
"Décorateur·trices/accessoiristes cinéma, salaires horaires médians des femmes par rapport aux hommes ","Décorateur·trices/accessoiristes cinéma, salaires horaires médians des femmes par rapport aux hommes","Decoradores cine, salarios horarios de mujeres comparado con hombres"
"Electricien·ne/éclairagistes cinéma, salaires horaires médians des femmes par rapport aux hommes ","Electricien·ne/éclairagistes cinéma, salaires horaires médians des femmes par rapport aux hommes ",Electricistas cine salarios horarios medios de mujeres comparado con hombres
"Machinistes cinéma, salaires horaires médians des femmes par rapport aux hommes","Machinistes cinéma, salaires horaires médians des femmes par rapport aux hommes ","Maquinista cine, salarios horarios de mujeres comparado con hombres"
"Mixeur·ses cinéma, salaires horaires médians des femmes par rapport aux hommes ","Mixeur·ses cinéma, salaires horaires médians des femmes par rapport aux hommes","Mezclador cine, salarios horarios medios de mujeres comparado con hombres"
"Monteur·ses cinéma, salaires horaires médians des femmes par rapport aux hommes ","Monteur·ses cinéma, salaires horaires médians des femmes par rapport aux hommes","Montajistas cine, salarios horario medios de mujeres comparado con hombres"
"Photographes cinéma, salaires horaires médians des femmes par rapport aux hommes ","Photographes cinéma, salaires horaires médians des femmes par rapport aux hommes","Fotógrafos cine, salarios horarios medios de mujeres comparado con hombres"
"Prise de son cinéma, salaires horaires médians des femmes par rapport aux hommes ","Prise de son cinéma, salaires horaires médians des femmes par rapport aux hommes","Sonido cine, salarios horarios medios de mujeres comparado con hombres"
"Prise de vue cinéma, salaires horaires médians des femmes par rapport aux hommes ","Prise de vue cinéma, salaires horaires médians des femmes par rapport aux hommes","Disparador cine, salarios horarios medios de mujeres comparado con hombres"
"Réalisateur·trices cinéma, salaires horaires médians des femmes par rapport aux hommes ","Réalisateur·trices cinéma, salaires horaires médians des femmes par rapport aux hommes","Realizador cine, salarios horarios medios de mujeres comparado con hombres"
"Régie cinéma, salaires horaires médians des femmes par rapport aux hommes ","Régie cinéma, salaires horaires médians des femmes par rapport aux hommes","Regidor cine, salario horarios medios de mujeres comparado con hombres"
"Rippeur·ses cinéma, salaires horaires médians des femmes par rapport aux hommes ","Rippeur·ses cinéma, salaires horaires médians des femmes par rapport aux hommes","Rippeur cine, salario horarios medios de mujeres comparado con hombres"
"Scriptes cinéma, salaires horaires médians des femmes par rapport aux hommes ","Scriptes cinéma, salaires horaires médians des femmes par rapport aux hommes","Escritores cine, salarios horarios medios de mujeres comparado con hombre"
"Réalisation de films à plus de 7 M€, part des femmes","Réalisation de films à plus de 7 M€, part de femmes","Realizacion de peliculas por mas de 7 millones de euros, porcentaje mujeres"
"Réalisation de  films à moins de 1 M€, part des femmes","Réalisation de  films à moins de 1 M€, part de femmes","Realizacion de peliculas por menos de 1 millón de euros, porcentaje mujeres"
Part des films réalisés par des femmes,Part des films réalisés par des femmes,Porcentaje de películas realizadas por mujeres
"Production cinématographique de fiction, part des femmes","Production cinématographique de fiction, part de femmes","Producción cinematográfica de ficción, porcentaje de mujeres"
"Cadres dans la production cinématographique, part des femmes","Cadres dans la production cinématographique, part de femmes","Dirigentes en la producción cinematográfica, porcentaje de mujeres"
"Non cadres dans la production cinématographique, part des femmes","Non-cadres dans la production cinématographique, part de femmes","No dirigentes en la producción cinematográfica, porcentaje de mujeres"
"Artistes dans la production cinématographique, part des femmes ","Artistes dans la production cinématographique, part de femmes","Artistas de producción cinematográfica, porcentaje de mujeres"
"Effectifs dans la production cinématographique total, part des femmes","Effectifs dans la production cinématographique, part de femmes","Personal en la producción cinematográfica, porcentaje de mujeres"
"Réalisation de courts métrages, part des femmes","Réalisation de courts-métrages, part de femmes","Realización de corto metrajes, porcentaje de mujeres"
"Réalisation de courts métrages animation, part des femmes","Réalisation de courts-métrages animation, part de femmes","Realización de corto metrajes animados, porcentaje de mujeres"
"Réalisation de courts métrages documentaire, part des femmes","Réalisation de courts-métrages documentaire, part de femmes","Realización de corto metrajes documentales, porcentaje de mujeres"
"Réalisation de courts métrages expérimental, part des femmes","Réalisation de courts-métrages expérimental, part de femmes","Realización de corto metrajes experimentales, porcentaje de mujeres"
"Réalisation de courts métrages fiction, part des femmes","Réalisation de courts-métrages fiction, part de femmes","Realización de corto metrajes ficción, porcentaje de mujeres"
