pays,annee,nom,value
Hauts-de-France,2017,Proportion parmi les licenciés de sport ,"-40,5"
Ile-de-France,2017,Proportion parmi les licenciés de sport ,"-37,1"
Normandie,2017,Proportion parmi les licenciés de sport ,"-35,2"
Nouvelle-Aquitaine,2017,Proportion parmi les licenciés de sport ,"-36,1"
Occitanie,2017,Proportion parmi les licenciés de sport ,"-38,6"
Pays de la Loire,2017,Proportion parmi les licenciés de sport ,"-39,9"
Provence-Alpes-Côte d'Azur,2017,Proportion parmi les licenciés de sport ,"-36,7"
France métropolitaine hors Ile-de-France,2017,Proportion parmi les licenciés de sport ,"-37,6"
France métropolitaine,2017,Proportion parmi les licenciés de sport ,"-37,5"
Guadeloupe,2017,Proportion parmi les licenciés de sport ,"-38,0"
Martinique,2017,Proportion parmi les licenciés de sport ,"-34,2"
Guyane,2017,Proportion parmi les licenciés de sport ,"-36,0"
Réunion,2017,Proportion parmi les licenciés de sport ,"-39,1"
Mayotte,2018,Proportion parmi les licenciés de sport ,"-58,1"
Auvergne-Rhône-Alpes,2018,"Proportion dans les conseils municipaux, maires","-65,7"
Bourgogne-Franche-Comté,2018,"Proportion dans les conseils municipaux, maires","-64,4"
Bretagne,2018,"Proportion dans les conseils municipaux, maires","-65,7"
Centre-Val de Loire,2018,"Proportion dans les conseils municipaux, maires","-61,3"
Corse,2018,"Proportion dans les conseils municipaux, maires","-76,1"
Grand Est,2018,"Proportion dans les conseils municipaux, maires","-71,6"
Hauts-de-France,2018,"Proportion dans les conseils municipaux, maires","-70,3"
Ile-de-France,2018,"Proportion dans les conseils municipaux, maires","-60,4"
Normandie,2018,"Proportion dans les conseils municipaux, maires","-63,5"
Nouvelle-Aquitaine,2018,"Proportion dans les conseils municipaux, maires","-64,7"
Occitanie,2018,"Proportion dans les conseils municipaux, maires","-67,5"
Pays de la Loire,2018,"Proportion dans les conseils municipaux, maires","-67,1"
Provence-Alpes-Côte d'Azur,2018,"Proportion dans les conseils municipaux, maires","-66,9"
France métropolitaine hors Ile-de-France,2018,"Proportion dans les conseils municipaux, maires","-66,9"
France métropolitaine,2018,"Proportion dans les conseils municipaux, maires","-66,6"
Guadeloupe,2018,"Proportion dans les conseils municipaux, maires","-50,0"
Martinique,2018,"Proportion dans les conseils municipaux, maires","-88,2"
Guyane,2018,"Proportion dans les conseils municipaux, maires","-70,0"
Réunion,2018,"Proportion dans les conseils municipaux, maires","-91,7"
Mayotte,2018,"Proportion dans les conseils municipaux, maires","-76,5"
Auvergne-Rhône-Alpes,2018,"Proportion dans les conseils municipaux, adjoints et conseillers","-13,4"
Bourgogne-Franche-Comté,2018,"Proportion dans les conseils municipaux, adjoints et conseillers","-23,8"
Bretagne,2018,"Proportion dans les conseils municipaux, adjoints et conseillers","-7,0"
Centre-Val de Loire,2018,"Proportion dans les conseils municipaux, adjoints et conseillers","-14,3"
Corse,2018,"Proportion dans les conseils municipaux, adjoints et conseillers","-23,7"
Grand Est,2018,"Proportion dans les conseils municipaux, adjoints et conseillers","-24,3"
Hauts-de-France,2018,"Proportion dans les conseils municipaux, adjoints et conseillers","-19,4"
Ile-de-France,2018,"Proportion dans les conseils municipaux, adjoints et conseillers","-7,1"
Normandie,2018,"Proportion dans les conseils municipaux, adjoints et conseillers","-18,6"
Nouvelle-Aquitaine,2018,"Proportion dans les conseils municipaux, adjoints et conseillers","-14,4"
Occitanie,2018,"Proportion dans les conseils municipaux, adjoints et conseillers","-17,5"
Pays de la Loire,2018,"Proportion dans les conseils municipaux, adjoints et conseillers","-8,6"
Provence-Alpes-Côte d'Azur,2018,"Proportion dans les conseils municipaux, adjoints et conseillers","-10,4"
France métropolitaine hors Ile-de-France,2018,"Proportion dans les conseils municipaux, adjoints et conseillers","-17,0"
France métropolitaine,2018,"Proportion dans les conseils municipaux, adjoints et conseillers","-16,5"
Guadeloupe,2018,"Proportion dans les conseils municipaux, adjoints et conseillers","-1,1"
Martinique,2018,"Proportion dans les conseils municipaux, adjoints et conseillers","-2,5"
Guyane,2018,"Proportion dans les conseils municipaux, adjoints et conseillers","-1,1"
Réunion,2018,"Proportion dans les conseils municipaux, adjoints et conseillers","-3,1"
Mayotte,2018,"Proportion dans les conseils municipaux, adjoints et conseillers","-3,3"
