pays,annee,nom,value
Hauts-de-France,2015,25 à 54 ans - Taux d’emploi des non diplômé·es - femmes par rapport aux hommes ,-20.5
Ile-de-France,2015,25 à 54 ans - Taux d’emploi des non diplômé·es - femmes par rapport aux hommes ,-14.6
Normandie,2015,25 à 54 ans - Taux d’emploi des non diplômé·es - femmes par rapport aux hommes ,-14
Nouvelle-Aquitaine,2015,25 à 54 ans - Taux d’emploi des non diplômé·es - femmes par rapport aux hommes ,-14.9
Occitanie,2015,25 à 54 ans - Taux d’emploi des non diplômé·es - femmes par rapport aux hommes ,-17.6
Pays de la Loire,2015,25 à 54 ans - Taux d’emploi des non diplômé·es - femmes par rapport aux hommes ,-11.5
Provence-Alpes-Côte d'Azur,2015,25 à 54 ans - Taux d’emploi des non diplômé·es - femmes par rapport aux hommes ,-18.7
France métropolitaine hors Ile-de-France,2015,25 à 54 ans - Taux d’emploi des non diplômé·es - femmes par rapport aux hommes ,-16.8
France métropolitaine,2015,25 à 54 ans - Taux d’emploi des non diplômé·es - femmes par rapport aux hommes ,-16.4
Guadeloupe,2015,25 à 54 ans - Taux d’emploi des non diplômé·es - femmes par rapport aux hommes ,-14.3
Martinique,2015,25 à 54 ans - Taux d’emploi des non diplômé·es - femmes par rapport aux hommes ,-9.7
Guyane,2015,25 à 54 ans - Taux d’emploi des non diplômé·es - femmes par rapport aux hommes ,-12.3
Réunion,2015,25 à 54 ans - Taux d’emploi des non diplômé·es - femmes par rapport aux hommes ,-17
Mayotte,2015,25 à 54 ans - Taux d’emploi des non diplômé·es - femmes par rapport aux hommes ,-24.9
DOM hors Mayotte,2015,25 à 54 ans - Taux d’emploi des non diplômé·es - femmes par rapport aux hommes ,-14.7
France hors Mayotte,2015,25 à 54 ans - Taux d’emploi des non diplômé·es - femmes par rapport aux hommes ,-16.4
Auvergne-Rhône-Alpes,2015,25 à 54 ans - Taux d’activité des femmes par rapport à celui des hommes,-6.9
Bourgogne-Franche-Comté,2015,25 à 54 ans - Taux d’activité des femmes par rapport à celui des hommes,-7
Bretagne,2015,25 à 54 ans - Taux d’activité des femmes par rapport à celui des hommes,-4.4
Centre-Val de Loire,2015,25 à 54 ans - Taux d’activité des femmes par rapport à celui des hommes,-6.3
Corse,2015,25 à 54 ans - Taux d’activité des femmes par rapport à celui des hommes,-11.8
Grand Est,2015,25 à 54 ans - Taux d’activité des femmes par rapport à celui des hommes,-8.6
Hauts-de-France,2015,25 à 54 ans - Taux d’activité des femmes par rapport à celui des hommes,-11.5
Ile-de-France,2015,25 à 54 ans - Taux d’activité des femmes par rapport à celui des hommes,-6.7
Normandie,2015,25 à 54 ans - Taux d’activité des femmes par rapport à celui des hommes,-6.9
Nouvelle-Aquitaine,2015,25 à 54 ans - Taux d’activité des femmes par rapport à celui des hommes,-5.5
Occitanie,2015,25 à 54 ans - Taux d’activité des femmes par rapport à celui des hommes,-6.8
Pays de la Loire,2015,25 à 54 ans - Taux d’activité des femmes par rapport à celui des hommes,-4.7
Provence-Alpes-Côte d'Azur,2015,25 à 54 ans - Taux d’activité des femmes par rapport à celui des hommes,-8.8
France métropolitaine hors Ile-de-France,2015,25 à 54 ans - Taux d’activité des femmes par rapport à celui des hommes,-7.4
France métropolitaine,2015,25 à 54 ans - Taux d’activité des femmes par rapport à celui des hommes,-7.2
Guadeloupe,2015,25 à 54 ans - Taux d’activité des femmes par rapport à celui des hommes,-3.5
Martinique,2015,25 à 54 ans - Taux d’activité des femmes par rapport à celui des hommes,-2.5
Guyane,2015,25 à 54 ans - Taux d’activité des femmes par rapport à celui des hommes,-1.8
Réunion,2015,25 à 54 ans - Taux d’activité des femmes par rapport à celui des hommes,-10.8
Mayotte,2015,25 à 54 ans - Taux d’activité des femmes par rapport à celui des hommes,-19.9
DOM hors Mayotte,2015,25 à 54 ans - Taux d’activité des femmes par rapport à celui des hommes,-6.3
France hors Mayotte,2015,25 à 54 ans - Taux d’activité des femmes par rapport à celui des hommes,-7.2
Auvergne-Rhône-Alpes,2015,"25 à 54 ans - Salarié·es à temps partiel, part des femmes par rapport à celles des hommes",24.4
Bourgogne-Franche-Comté,2015,"25 à 54 ans - Salarié·es à temps partiel, part des femmes par rapport à celles des hommes",24.1
Bretagne,2015,"25 à 54 ans - Salarié·es à temps partiel, part des femmes par rapport à celles des hommes",24
Centre-Val de Loire,2015,"25 à 54 ans - Salarié·es à temps partiel, part des femmes par rapport à celles des hommes",19.4
Corse,2015,"25 à 54 ans - Salarié·es à temps partiel, part des femmes par rapport à celles des hommes",16.3
Grand Est,2015,"25 à 54 ans - Salarié·es à temps partiel, part des femmes par rapport à celles des hommes",24.4
Hauts-de-France,2015,"25 à 54 ans - Salarié·es à temps partiel, part des femmes par rapport à celles des hommes",23.4
Ile-de-France,2015,"25 à 54 ans - Salarié·es à temps partiel, part des femmes par rapport à celles des hommes",12.4
Normandie,2015,"25 à 54 ans - Salarié·es à temps partiel, part des femmes par rapport à celles des hommes",22.2
Nouvelle-Aquitaine,2015,"25 à 54 ans - Salarié·es à temps partiel, part des femmes par rapport à celles des hommes",20.6
Occitanie,2015,"25 à 54 ans - Salarié·es à temps partiel, part des femmes par rapport à celles des hommes",22.6
Pays de la Loire,2015,"25 à 54 ans - Salarié·es à temps partiel, part des femmes par rapport à celles des hommes",26.2
Provence-Alpes-Côte d'Azur,2015,"25 à 54 ans - Salarié·es à temps partiel, part des femmes par rapport à celles des hommes",20.4
France métropolitaine hors Ile-de-France,2015,"25 à 54 ans - Salarié·es à temps partiel, part des femmes par rapport à celles des hommes",23
France métropolitaine,2015,"25 à 54 ans - Salarié·es à temps partiel, part des femmes par rapport à celles des hommes",20.6
Guadeloupe,2015,"25 à 54 ans - Salarié·es à temps partiel, part des femmes par rapport à celles des hommes",10.6
Martinique,2015,"25 à 54 ans - Salarié·es à temps partiel, part des femmes par rapport à celles des hommes",13.3
Guyane,2015,"25 à 54 ans - Salarié·es à temps partiel, part des femmes par rapport à celles des hommes",8.4
Réunion,2015,"25 à 54 ans - Salarié·es à temps partiel, part des femmes par rapport à celles des hommes",16.1
Mayotte,2015,"25 à 54 ans - Salarié·es à temps partiel, part des femmes par rapport à celles des hommes",4.2
DOM hors Mayotte,2015,"25 à 54 ans - Salarié·es à temps partiel, part des femmes par rapport à celles des hommes",13.3
France hors Mayotte,2015,"25 à 54 ans - Salarié·es à temps partiel, part des femmes par rapport à celles des hommes",20.4
Auvergne-Rhône-Alpes,2015,25 à 54 ans - Taux de chômage des femmes par rapport à celui des hommes,1.9
Bourgogne-Franche-Comté,2015,25 à 54 ans - Taux de chômage des femmes par rapport à celui des hommes,1.4
Bretagne,2015,25 à 54 ans - Taux de chômage des femmes par rapport à celui des hommes,1.1
Centre-Val de Loire,2015,25 à 54 ans - Taux de chômage des femmes par rapport à celui des hommes,1.2
Corse,2015,25 à 54 ans - Taux de chômage des femmes par rapport à celui des hommes,5.3
Grand Est,2015,25 à 54 ans - Taux de chômage des femmes par rapport à celui des hommes,1.2
Hauts-de-France,2015,25 à 54 ans - Taux de chômage des femmes par rapport à celui des hommes,1.3
Ile-de-France,2015,25 à 54 ans - Taux de chômage des femmes par rapport à celui des hommes,1.3
Normandie,2015,25 à 54 ans - Taux de chômage des femmes par rapport à celui des hommes,1.2
Nouvelle-Aquitaine,2015,25 à 54 ans - Taux de chômage des femmes par rapport à celui des hommes,1.9
Occitanie,2015,25 à 54 ans - Taux de chômage des femmes par rapport à celui des hommes,2.2
Pays de la Loire,2015,25 à 54 ans - Taux de chômage des femmes par rapport à celui des hommes,1.6
Provence-Alpes-Côte d'Azur,2015,25 à 54 ans - Taux de chômage des femmes par rapport à celui des hommes,2.4
France métropolitaine hors Ile-de-France,2015,25 à 54 ans - Taux de chômage des femmes par rapport à celui des hommes,1.7
France métropolitaine,2015,25 à 54 ans - Taux de chômage des femmes par rapport à celui des hommes,1.6
Guadeloupe,2015,25 à 54 ans - Taux de chômage des femmes par rapport à celui des hommes,7.2
Martinique,2015,25 à 54 ans - Taux de chômage des femmes par rapport à celui des hommes,4
Guyane,2015,25 à 54 ans - Taux de chômage des femmes par rapport à celui des hommes,11.7
Réunion,2015,25 à 54 ans - Taux de chômage des femmes par rapport à celui des hommes,5.8
Mayotte,2015,25 à 54 ans - Taux de chômage des femmes par rapport à celui des hommes,19.5
DOM hors Mayotte,2015,25 à 54 ans - Taux de chômage des femmes par rapport à celui des hommes,6.1
France hors Mayotte,2015,25 à 54 ans - Taux de chômage des femmes par rapport à celui des hommes,1.8
Auvergne-Rhône-Alpes,2015,Salaire net annuel moyen des femmes par rapport aux hommes,-20.6
Bourgogne-Franche-Comté,2015,Salaire net annuel moyen des femmes par rapport aux hommes,-19.1
Bretagne,2015,Salaire net annuel moyen des femmes par rapport aux hommes,-18.7
Centre-Val de Loire,2015,Salaire net annuel moyen des femmes par rapport aux hommes,-18.3
Corse,2015,Salaire net annuel moyen des femmes par rapport aux hommes,-15.4
Grand Est,2015,Salaire net annuel moyen des femmes par rapport aux hommes,-20.2
Hauts-de-France,2015,Salaire net annuel moyen des femmes par rapport aux hommes,-18
Ile-de-France,2015,Salaire net annuel moyen des femmes par rapport aux hommes,-18.5
Normandie,2015,Salaire net annuel moyen des femmes par rapport aux hommes,-19.1
Nouvelle-Aquitaine,2015,Salaire net annuel moyen des femmes par rapport aux hommes,-17.6
Occitanie,2015,Salaire net annuel moyen des femmes par rapport aux hommes,-19.9
Pays de la Loire,2015,Salaire net annuel moyen des femmes par rapport aux hommes,-19.3
Provence-Alpes-Côte d'Azur,2015,Salaire net annuel moyen des femmes par rapport aux hommes,-20.4
France métropolitaine hors Ile-de-France,2015,Salaire net annuel moyen des femmes par rapport aux hommes,-19.3
France métropolitaine,2015,Salaire net annuel moyen des femmes par rapport aux hommes,-18.7
Guadeloupe,2015,Salaire net annuel moyen des femmes par rapport aux hommes,-10.8
Martinique,2015,Salaire net annuel moyen des femmes par rapport aux hommes,-11.1
Guyane,2015,Salaire net annuel moyen des femmes par rapport aux hommes,-10.4
La Réunion,2015,Salaire net annuel moyen des femmes par rapport aux hommes,-8.6
DOM y compris Mayotte,2015,Salaire net annuel moyen des femmes par rapport aux hommes,-9.5
France y compris Mayotte,2015,Salaire net annuel moyen des femmes par rapport aux hommes,-18.6
Auvergne-Rhône-Alpes,2015,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-20.8
Bourgogne-Franche-Comté,2015,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-21.2
Bretagne,2015,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-21.1
Centre-Val de Loire,2015,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-20.6
Corse,2015,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-20.4
Grand Est,2015,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-20.9
Hauts-de-France,2015,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-20.4
Ile-de-France,2015,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-22.2
Normandie,2015,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-20.8
Nouvelle-Aquitaine,2015,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-21.3
Occitanie,2015,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-20.9
Pays de la Loire,2015,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-20.9
Provence-Alpes-Côte d'Azur,2015,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-21.9
France métropolitaine hors Ile-de-France,2015,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-21
France métropolitaine,2015,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-20
Guadeloupe,2015,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-20.1
Martinique,2015,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-22.1
Guyane,2015,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-18.8
La Réunion,2015,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-19.7
DOM y compris Mayotte,2015,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-20.1
France y compris Mayotte,2015,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-20
Auvergne-Rhône-Alpes,2014,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-21.2
Bourgogne-Franche-Comté,2014,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-21.4
Bretagne,2014,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-21.1
Centre-Val de Loire,2014,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-20.9
Corse,2014,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-20.5
Grand Est,2014,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-21.2
Hauts-de-France,2014,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-20.9
Ile-de-France,2014,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-22
Normandie,2014,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-21.4
Nouvelle-Aquitaine,2014,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-21.8
Occitanie,2014,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-20.7
Pays de la Loire,2014,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-21
Provence-Alpes-Côte d'Azur,2014,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-21.9
France métropolitaine hors Ile-de-France,2014,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-21.2
France métropolitaine,2014,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-20
Guadeloupe,2014,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-21.7
Martinique,2014,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-21.9
Guyane,2014,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-20.1
La Réunion,2014,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-20.1
DOM y compris Mayotte,2014,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-20.8
France y compris Mayotte,2014,Cadres - Salaire net annuel moyen des femmes par rapport aux hommes,-20
Auvergne-Rhône-Alpes,2015,Revenu salarial net annuel moyen des femmes par rapport aux hommes,-27
Bourgogne-Franche-Comté,2015,Revenu salarial net annuel moyen des femmes par rapport aux hommes,-26
Bretagne,2015,Revenu salarial net annuel moyen des femmes par rapport aux hommes,-25
Centre-Val de Loire,2015,Revenu salarial net annuel moyen des femmes par rapport aux hommes,-24
Corse,2015,Revenu salarial net annuel moyen des femmes par rapport aux hommes,-21
Grand Est,2015,Revenu salarial net annuel moyen des femmes par rapport aux hommes,-27
Hauts-de-France,2015,Revenu salarial net annuel moyen des femmes par rapport aux hommes,-25
Ile-de-France,2015,Revenu salarial net annuel moyen des femmes par rapport aux hommes,-23
Normandie,2015,Revenu salarial net annuel moyen des femmes par rapport aux hommes,-26
Nouvelle-Aquitaine,2015,Revenu salarial net annuel moyen des femmes par rapport aux hommes,-23
Occitanie,2015,Revenu salarial net annuel moyen des femmes par rapport aux hommes,-26
Pays de la Loire,2015,Revenu salarial net annuel moyen des femmes par rapport aux hommes,-27
Provence-Alpes-Côte d'Azur,2015,Revenu salarial net annuel moyen des femmes par rapport aux hommes,-26
France métropolitaine hors Ile-de-France,2015,Revenu salarial net annuel moyen des femmes par rapport aux hommes,-26
France métropolitaine,2015,Revenu salarial net annuel moyen des femmes par rapport aux hommes,-25
Guadeloupe,2015,Revenu salarial net annuel moyen des femmes par rapport aux hommes,-14
Martinique,2015,Revenu salarial net annuel moyen des femmes par rapport aux hommes,-15
Guyane,2015,Revenu salarial net annuel moyen des femmes par rapport aux hommes,-13
La Réunion,2015,Revenu salarial net annuel moyen des femmes par rapport aux hommes,-12
DOM hors Mayotte,2015,Revenu salarial net annuel moyen des femmes par rapport aux hommes,-13
France hors Mayotte,2015,Revenu salarial net annuel moyen des femmes par rapport aux hommes,-25
Auvergne-Rhône-Alpes,2015,"Chef·fes de famille monoparentale propriétaires, part des femmes par rapport aux hommes",-20.8
Bourgogne-Franche-Comté,2015,"Chef·fes de famille monoparentale propriétaires, part des femmes par rapport aux hommes",-25.3
Bretagne,2015,"Chef·fes de famille monoparentale propriétaires, part des femmes par rapport aux hommes",-20.5
Centre-Val de Loire,2015,"Chef·fes de famille monoparentale propriétaires, part des femmes par rapport aux hommes",-23.8
Corse,2015,"Chef·fes de famille monoparentale propriétaires, part des femmes par rapport aux hommes",-17.1
Grand Est,2015,"Chef·fes de famille monoparentale propriétaires, part des femmes par rapport aux hommes",-23
Hauts-de-France,2015,"Chef·fes de famille monoparentale propriétaires, part des femmes par rapport aux hommes",-22.2
Ile-de-France,2015,"Chef·fes de famille monoparentale propriétaires, part des femmes par rapport aux hommes",-13.6
Normandie,2015,"Chef·fes de famille monoparentale propriétaires, part des femmes par rapport aux hommes",-23.9
Nouvelle-Aquitaine,2015,"Chef·fes de famille monoparentale propriétaires, part des femmes par rapport aux hommes",-22
Occitanie,2015,"Chef·fes de famille monoparentale propriétaires, part des femmes par rapport aux hommes",-20.2
Pays de la Loire,2015,"Chef·fes de famille monoparentale propriétaires, part des femmes par rapport aux hommes",-21.7
Provence-Alpes-Côte d'Azur,2015,"Chef·fes de famille monoparentale propriétaires, part des femmes par rapport aux hommes",-16.9
France métropolitaine hors Ile-de-France,2015,"Chef·fes de famille monoparentale propriétaires, part des femmes par rapport aux hommes",-21.6
France métropolitaine,2015,"Chef·fes de famille monoparentale propriétaires, part des femmes par rapport aux hommes",-20
Guadeloupe,2015,"Chef·fes de famille monoparentale propriétaires, part des femmes par rapport aux hommes",-27.6
Martinique,2015,"Chef·fes de famille monoparentale propriétaires, part des femmes par rapport aux hommes",-27.1
Guyane,2015,"Chef·fes de famille monoparentale propriétaires, part des femmes par rapport aux hommes",-20.4
Réunion,2015,"Chef·fes de famille monoparentale propriétaires, part des femmes par rapport aux hommes",-25.7
Mayotte,2015,"Chef·fes de famille monoparentale propriétaires, part des femmes par rapport aux hommes",-2.9
DOM hors Mayotte,2015,"Chef·fes de famille monoparentale propriétaires, part des femmes par rapport aux hommes",-25.4
France,2015,"Chef·fes de famille monoparentale propriétaires, part des femmes par rapport aux hommes",-20.2
Auvergne-Rhône-Alpes,2017,"Licencié·e·s de sport, part des femmes par rapport à celles des hommes",-37.7
Bourgogne-Franche-Comté,2017,"Licencié·e·s de sport, part des femmes par rapport à celles des hommes",-36.3
Bretagne,2017,"Licencié·e·s de sport, part des femmes par rapport à celles des hommes",-38.3
Centre-Val de Loire,2017,"Licencié·e·s de sport, part des femmes par rapport à celles des hommes",-35.5
Corse,2017,"Licencié·e·s de sport, part des femmes par rapport à celles des hommes",-43.9
Grand Est,2017,"Licencié·e·s de sport, part des femmes par rapport à celles des hommes",-36.2
Hauts-de-France,2017,"Licencié·e·s de sport, part des femmes par rapport à celles des hommes",-40.5
Ile-de-France,2017,"Licencié·e·s de sport, part des femmes par rapport à celles des hommes",-37.1
Normandie,2017,"Licencié·e·s de sport, part des femmes par rapport à celles des hommes",-35.2
Nouvelle-Aquitaine,2017,"Licencié·e·s de sport, part des femmes par rapport à celles des hommes",-36.1
Occitanie,2017,"Licencié·e·s de sport, part des femmes par rapport à celles des hommes",-38.6
Pays de la Loire,2017,"Licencié·e·s de sport, part des femmes par rapport à celles des hommes",-39.9
Provence-Alpes-Côte d'Azur,2017,"Licencié·e·s de sport, part des femmes par rapport à celles des hommes",-36.7
France métropolitaine hors Ile-de-France,2017,"Licencié·e·s de sport, part des femmes par rapport à celles des hommes",-37.6
France métropolitaine,2017,"Licencié·e·s de sport, part des femmes par rapport à celles des hommes",-37.5
Guadeloupe,2017,"Licencié·e·s de sport, part des femmes par rapport à celles des hommes",-38
Martinique,2017,"Licencié·e·s de sport, part des femmes par rapport à celles des hommes",-34.2
Guyane,2017,"Licencié·e·s de sport, part des femmes par rapport à celles des hommes",-36
Réunion,2017,"Licencié·e·s de sport, part des femmes par rapport à celles des hommes",-39.1
Mayotte,2017,"Licencié·e·s de sport, part des femmes par rapport à celles des hommes",-58.1
DOM hors Mayotte,2017,"Licencié·e·s de sport, part des femmes par rapport à celles des hommes",-37.6
DOM y compris Mayotte,2017,"Licencié·e·s de sport, part des femmes par rapport à celles des hommes",-39.4
France hors Mayotte,2017,"Licencié·e·s de sport, part des femmes par rapport à celles des hommes",-37.5
France,2017,"Licencié·e·s de sport, part des femmes par rapport à celles des hommes",-37.5
Auvergne-Rhône-Alpes,2018,"Maires, part des des femmes par rapport aux hommes",-65.7
Bourgogne-Franche-Comté,2018,"Maires, part des des femmes par rapport aux hommes",-64.4
Bretagne,2018,"Maires, part des des femmes par rapport aux hommes",-65.7
Centre-Val de Loire,2018,"Maires, part des des femmes par rapport aux hommes",-61.3
Corse,2018,"Maires, part des des femmes par rapport aux hommes",-76.1
Grand Est,2018,"Maires, part des des femmes par rapport aux hommes",-71.6
Hauts-de-France,2018,"Maires, part des des femmes par rapport aux hommes",-70.3
Ile-de-France,2018,"Maires, part des des femmes par rapport aux hommes",-60.4
Normandie,2018,"Maires, part des des femmes par rapport aux hommes",-63.5
Nouvelle-Aquitaine,2018,"Maires, part des des femmes par rapport aux hommes",-64.7
Occitanie,2018,"Maires, part des des femmes par rapport aux hommes",-67.5
Pays de la Loire,2018,"Maires, part des des femmes par rapport aux hommes",-67.1
Provence-Alpes-Côte d'Azur,2018,"Maires, part des des femmes par rapport aux hommes",-66.9
France métropolitaine hors Ile-de-France,2018,"Maires, part des des femmes par rapport aux hommes",-66.9
France métropolitaine,2018,"Maires, part des des femmes par rapport aux hommes",-66.6
Guadeloupe,2018,"Maires, part des des femmes par rapport aux hommes",-50
Martinique,2018,"Maires, part des des femmes par rapport aux hommes",-88.2
Guyane,2018,"Maires, part des des femmes par rapport aux hommes",-70
Réunion,2018,"Maires, part des des femmes par rapport aux hommes",-91.7
Mayotte,2018,"Maires, part des des femmes par rapport aux hommes",-76.5
DOM y compris Mayotte,2018,"Maires, part des des femmes par rapport aux hommes",-74.8
