indicator,fr,es
"Victimes de tentative de viol dans le couple dans les 12 derniers mois, part de femmes","Parmi les victimes de tentative de viol dans le couple dans les 12 derniers mois, part de femmes",
"Victimes de tentative d'autre agression sexuelle au travail dans les 12 derniers mois, part de femmes","Parmi les victimes de tentative d'autre agression sexuelle au travail dans les 12 derniers mois, part de femmes",
"Victimes de tentative de viol par famille et proches dans les 12 derniers mois, part de femmes","Parmi les victimes de tentative de viol par famille et proches dans les 12 derniers mois, part de femmes",
"Victimes de tentative d'autre acte ou pratique sexuel·le forcé·e par un·e ex-conjoint·e dans les 12 derniers mois, part de femmes","Parmi les victimes de tentative d'autre acte ou pratique sexuel·le forcé·e par un·e ex-conjoint·e dans les 12 derniers mois, part de femmes",
"Victimes de tentative d'autre agression sexuelle par un·e ex-conjoint·e dans les 12 derniers mois, part de femmes","Parmi les victimes de tentative d'autre agression sexuelle par un·e ex-conjoint·e dans les 12 derniers mois, part de femmes",
"Victimes de viol par famille et proches dans les 12 derniers mois, part de femmes","Parmi les victimes de viol par famille et proches dans les 12 derniers mois, part de femmes",
"Victimes de tentative d'autre acte ou pratique sexuel·le forcé·e dans le couple dans les 12 derniers mois, part de femmes","Parmi les victimes de tentative d'autre acte ou pratique sexuel·le forcé·e dans le couple dans les 12 derniers mois, part de femmes",
"Victimes de viol au cours de la vie, ex-conjoint·e, part de femmes","Parmi les victimes de viol au cours de la vie, ex-conjoint·e, part de femmes",
"Victimes de violences sexuelles au cours de la vie, part de femmes","Parmi les victimes de violences sexuelles au cours de la vie, part de femmes",
"Victimes de violences sexuelles au cours de la vie, espaces publics et autres, part de femmes","Parmi les victimes de violences sexuelles au cours de la vie, espaces publics et autres, part de femmes",
"Victimes de violences sexuelles au cours de la vie, études, part de femmes","Parmi les victimes de violences sexuelles au cours de la vie, études, part de femmes",
"Victimes de tentatives de viol au cours de la vie, part de femmes","Parmi les victimes de tentatives de viol au cours de la vie, part de femmes",
"Victimes de tentatives de viol au cours de la vie, ex-conjoint·e, part de femmes","Parmi les victimes de tentatives de viol au cours de la vie, ex-conjoint·e, part de femmes",
"Victimes de viol au cours de la vie, couple, part de femmes","Parmi les victimes de viol au cours de la vie, couple, part de femmes",
"Victimes de viol au cours de la vie, études, part de femmes","Parmi les victimes de viol au cours de la vie, études, part de femmes",
"Victimes de tentatives de viol au cours de la vie, travail, part de femmes","Parmi les victimes de tentatives de viol au cours de la vie, travail, part de femmes",
"Victimes d'autre acte ou pratique sexuel.le forcé.e au cours de la vie, travail, part de femmes","Parmi les victimes d'autre acte ou pratique sexuel.le forcé.e au cours de la vie, travail, part de femmes",
"Victimes de viol au cours de la vie, travail, part de femmes","Parmi les victimes de viol au cours de la vie, travail, part de femmes",
"Victimes d'autre acte ou pratique sexuel.le forcé.e au cours de la vie, espaces publics et autres, part de femmes","Parmi les victimes d'autre acte ou pratique sexuel.le forcé.e au cours de la vie, espaces publics et autres, part de femmes",
"Victimes de viol au cours de la vie, famille et proches, part de femmes","Parmi les victimes de viol au cours de la vie, famille et proches, part de femmes",
"Victimes de violences sexuelles au cours de la vie, famille et proches, part de femmes","Parmi les victimes de violences sexuelles au cours de la vie, famille et proches, part de femmes",
"Victimes d'autre acte ou pratique sexuel.le forcé.e au cours de la vie, famille et proches, part de femmes","Parmi les victimes d'autre acte ou pratique sexuel.le forcé.e au cours de la vie, famille et proches, part de femmes",
"Victimes de viol au cours de la vie, part de femmes","Parmi les victimes de viol au cours de la vie, part de femmes",
"Victimes de tentatives de viol au cours de la vie, espaces publics et autres, part de femmes","Parmi les victimes de tentatives de viol au cours de la vie, espaces publics et autres, part de femmes",
"Victimes de tentatives de viol au cours de la vie, études, part de femmes","Parmi les victimes de tentatives de viol au cours de la vie, études, part de femmes",
"Victimes de violences sexuelles au cours de la vie, couple, part de femmes","Parmi les victimes de violences sexuelles au cours de la vie, couple, part de femmes",
"Victimes de tentatives de viol au cours de la vie, famille et proches, part de femmes","Parmi les victimes de tentatives de viol au cours de la vie, famille et proches, part de femmes",
"Victimes d'autre acte ou pratique sexuel.le forcé.e au cours de la vie, études, part de femmes","Parmi les victimes d'autre acte ou pratique sexuel.le forcé.e au cours de la vie, études, part de femmes",
"Victimes de violences sexuelles au cours de la vie, travail, part de femmes","Parmi les victimes de violences sexuelles au cours de la vie, travail, part de femmes",
"Victimes d'autre acte ou pratique sexuel.le forcé.eol au cours de la vie, couple, part de femmes","Parmi les victimes d'autre acte ou pratique sexuel.le forcé.eol au cours de la vie, couple, part de femmes",
"Victimes de violences sexuelles au cours de la vie, ex-conjoint·e, part de femmes","Parmi les victimes de violences sexuelles au cours de la vie, ex-conjoint·e, part de femmes",
"Victimes d'autre acte ou pratique sexuel.le forcé.e au cours de la vie, part de femmes","Parmi les victimes d'autre acte ou pratique sexuel.le forcé.e au cours de la vie, part de femmes",
"Victimes de viol au cours de la vie, espaces publics et autres, part de femmes","Parmi les victimes de viol au cours de la vie, espaces publics et autres, part de femmes",
"Victimes d'autre acte ou pratique sexuel.le forcé.e au cours de la vie, ex-conjoint·e, part de femmes","Parmi les victimes d'autre acte ou pratique sexuel.le forcé.e au cours de la vie, ex-conjoint·e, part de femmes",
"Victimes de tentatives de viol au cours de la vie, couple, part de femmes","Parmi les victimes de tentatives de viol au cours de la vie, couple, part de femmes"
"Victimes parmi les 20 à 34 ans d'agressions sexuelles dans les 12 derniers mois, part de femmes","Parmi les victimes parmi les 20 à 34 ans d'agressions sexuelles dans les 12 derniers mois, part de femmes",
"Victimes d'autres agressions sexuelles dans les 12 derniers mois, part de femmes","Parmi les victimes d'autres agressions sexuelles dans les 12 derniers mois, part de femmes",
"Victimes parmi les 20 à 34 ans d'agressions sexuelles  dans les 12 derniers mois, part de femmes","Parmi les victimes parmi les 20 à 34 ans d'agressions sexuelles  dans les 12 derniers mois, part de femmes",
"Victimes parmi les 50 à 69 ans d'agressions sexuelles dans les 12 derniers mois, part de femmes","Parmi les victimes parmi les 50 à 69 ans d'agressions sexuelles dans les 12 derniers mois, part de femmes",
"Victimes parmi les 50 à 69 ans d'autres agressions sexuelles dans les 12 derniers mois, part de femmes","Parmi les victimes parmi les 50 à 69 ans d'autres agressions sexuelles dans les 12 derniers mois, part de femmes",
"Victimes parmi les 20 à 34 ans d'autres agressions sexuelles dans les 12 derniers mois, part de femmes","Parmi les victimes parmi les 20 à 34 ans d'autres agressions sexuelles dans les 12 derniers mois, part de femmes",
"Victimes d'agressions sexuelles dans les 12 derniers mois, part de femmes","Parmi les victimes d'agressions sexuelles dans les 12 derniers mois, part de femmes",
"Victimes de viol et tentative de viol dans les 12 derniers mois, part de femmes","Parmi les victimes de viol et tentative de viol dans les 12 derniers mois, part de femmes",
"Personnes tuées par leur (ex)-partenaire, dont couples officiels, part de femmes","Personnes tuées par leur (ex)-partenaire, dont couples officiels, part de femmes",
" Auteur·trices de violences entre partenaires ayant fait l’objet de poursuites, part de femmes"," Auteur·trices de violences entre partenaires ayant fait l’objet de poursuites, part de femmes",
"Auteur·trices condamné·es de violences entre partenaires, délits, part de femmes","Parmi les auteur·trices condamné·es de violences entre partenaires, délits, part de femmes",
"Auteur·trices condamné·es de violences entre partenaires, violences, part de femmes","Parmi les auteur·trices condamné·es de violences entre partenaires, violences, part de femmes",
"Victimes de harcelement sexuel, enregistrées par les forces de sécurité, moins de 15 ans, part de femmes","Parmi les victimes de harcelement sexuel, enregistrées par les forces de sécurité, moins de 15 ans, part de femmes",
"Auteur·trices condamné·es de violences entre partenaires, agressions sexuelles, part de femmes","Parmi les auteur·trices condamné·es de violences entre partenaires, agressions sexuelles, part de femmes",
"Victimes d'agressions sexuelles, enregistrées par les forces de sécurité, majeures, part de femmes","Parmi les victimes d'agressions sexuelles, enregistrées par les forces de sécurité, majeures, part de femmes",
"Victimes de violences (hors viols) commises par le·la partenaire, enregistrées par les forces de sécurité, part de femmes","Parmi les victimes de violences (hors viols) commises par le·la partenaire, enregistrées par les forces de sécurité, part de femmes",
"Personnes tuées par leur (ex)-partenaire, part de femmes","Personnes tuées par leur (ex)-partenaire, part de femmes",
"Victimes de viols enregistrées par les forces de sécurité, moins de 15 ans, part de femmes","Parmi les victimes de viols enregistrées par les forces de sécurité, moins de 15 ans, part de femmes",
"Victimes de violences volontaires commises par le·la partenaire, enregistrées par les forces de sécurité, part de femmes","Parmi les victimes de violences volontaires commises par le·la partenaire, enregistrées par les forces de sécurité, part de femmes",
"Victimes de harcelement sexuel, enregistrées par les forces de sécurité, part de femmes","Parmi les victimes de harcelement sexuel, enregistrées par les forces de sécurité, part de femmes",
"Victimes de violences commises par le·la partenaire enregistrées par les services de police et de gendarmerie, part de femmes","Parmi les victimes de violences commises par le·la partenaire enregistrées par les services de police et de gendarmerie, part de femmes",
"Victimes de harcèlement et autres menaces commises par le·la partenaire, enregistrées par les forces de sécurité, part de femmes","Parmi les victimes de harcèlement et autres menaces commises par le·la partenaire, enregistrées par les forces de sécurité, part de femmes",
"Victimes de harcelement sexuel, enregistrées par les forces de sécurité, majeures, part de femmes","Parmi les victimes de harcelement sexuel, enregistrées par les forces de sécurité, majeures, part de femmes",
"Victimes de violences sexuelles, enregistrées par les forces de sécurité, part de femmes","Parmi les victimes de violences sexuelles, enregistrées par les forces de sécurité, part de femmes",
"Victimes d'agressions sexuelles, enregistrées par les forces de sécurité, 15-17 ans, part de femmes","Parmi les victimes d'agressions sexuelles, enregistrées par les forces de sécurité, 15-17 ans, part de femmes",
"Victimes de viols enregistrées par les forces de sécurité, majeures, part de femmes","Parmi les victimes de viols enregistrées par les forces de sécurité, majeures, part de femmes",
"Auteur·trices condamné·es de violences entre partenaires, non respect d’une ordonnance de protection, part de femmes","Parmi les auteur·trices condamné·es de violences entre partenaires, non respect d’une ordonnance de protection, part de femmes",
" Auteur·trices de violences entre partenaires ayant exécuté une composition pénale, part de femmes"," Auteur·trices de violences entre partenaires ayant exécuté une composition pénale, part de femmes",
"Personnes condamnées pour violences sexuelles, part de femmes","Personnes condamnées pour violences sexuelles, part de femmes",
"Auteur·trices condamné·es de violences entre partenaires, viols, part de femmes","Parmi les auteur·trices condamné·es de violences entre partenaires, viols, part de femmes",
"Auteur·trices condamné·es de violences entre partenaires, homicides volontaires, part de femmes","Parmi les auteur·trices condamné·es de violences entre partenaires, homicides volontaires, part de femmes",
"Victimes de violences sexuelles, enregistrées par les services de police et de gendarmerie, part de femmes","Parmi les victimes de violences sexuelles, enregistrées par les services de police et de gendarmerie, part de femmes",
"Victimes de harcelement sexuel, enregistrées par les forces de sécurité, 15-17 ans, part de femmes","Parmi les victimes de harcelement sexuel, enregistrées par les forces de sécurité, 15-17 ans, part de femmes",
"Victimes d'agressions sexuelles, enregistrées par les forces de sécurité, moins de 15 ans, part de femmes","Parmi les victimes d'agressions sexuelles, enregistrées par les forces de sécurité, moins de 15 ans, part de femmes",
"Victimes d'agressions sexuelles enregistrées par les forces de sécurité, part de femmes","Parmi les victimes d'agressions sexuelles enregistrées par les forces de sécurité, part de femmes",
"Personnes condamnées pour des faits de violences entre partenaires, part de femmes","Personnes condamnées pour des faits de violences entre partenaires, part de femmes",
"Victimes d'agressions sexuelles commises par le·la partenaire, enregistrées par les forces de sécurité, part de femmes","Parmi les victimes d'agressions sexuelles commises par le·la partenaire, enregistrées par les forces de sécurité, part de femmes",
"Auteur·trices condamné·es de violences entre partenaires, menaces/harcèlement, part de femmes","Parmi les auteur·trices condamné·es de violences entre partenaires, menaces/harcèlement, part de femmes",
"Victimes de viols enregistrées par les forces de sécurité, part de femmes","Parmi les victimes de viols enregistrées par les forces de sécurité, part de femmes",
"Victimes de viols enregistrées par les forces de sécurité, 15-17 ans, part de femmes","Parmi les victimes de viols enregistrées par les forces de sécurité, 15-17 ans, part de femmes",
"Personnes tuées par leur (ex)-partenaire, dont couples non-officiels, part de femmes","Personnes tuées par leur (ex)-partenaire, dont couples non-officiels, part de femmes",
"Auteur·trices condamné·es de violences entre partenaires, crimes, part de femmes","Parmi les auteur·trices condamné·es de violences entre partenaires, crimes, part de femmes",
"Victimes de menaces de mort commises par le·la partenaire, enregistrées par les forces de sécurité, part de femmes","Parmi les victimes de menaces de mort commises par le·la partenaire, enregistrées par les forces de sécurité, part de femmes",
"Victimes de viols commis par le·la partenaire enregistrées par les forces de sécurité, part de femmes","Parmi les victimes de viols commis par le·la partenaire enregistrées par les forces de sécurité, part de femmes",
"Victimes de meurtre au sein du couple, part de femmes","Parmi les victimes de meurtre au sein du couple, part de femmes",
"Victimes de violences volontaires ayant entrainé la mort sans intention de la donner au sein du couple, part de femmes","Parmi les victimes de violences volontaires ayant entrainé la mort sans intention de la donner au sein du couple, part de femmes",
" Auteur·trices de morts violentes au sein du couple, part de femmes"," Auteur·trices de morts violentes au sein du couple, part de femmes",
"Victimes d'assassinat au sein du couple, part de femmes","Parmi les victimes d'assassinat au sein du couple, part de femmes",
"Victimes parmi les 50 à 69 ans de viol et tentative de viol dans les 12 derniers mois, part de femmes","Parmi les victimes parmi les 50 à 69 ans de viol et tentative de viol dans les 12 derniers mois, part de femmes",
"Victimes parmi les 20 à 34 ans de viol et tentative de viol dans les 12 derniers mois, part de femmes","Parmi les victimes parmi les 20 à 34 ans de viol et tentative de viol dans les 12 derniers mois, part de femmes",
"Victimes de meurtre au sein du couple, part de femmes","Parmi les victimes de meurtre au sein du couple, part de femmes",
"Victimes de violences sexuelles hors ménage, part de femmes","Parmi les victimes de violences sexuelles hors ménage, part de femmes",
"Victimes de violences physiques et sexuelles au sein du couple, part de femmes","Parmi les victimes de violences physiques et sexuelles au sein du couple, part de femmes",
"Victimes de violences sexuelles au sein du couple, part de femmes","Parmi les victimes de violences sexuelles au sein du couple, part de femmes",
"Victimes de violences physiques au sein du couple, part de femmes","Parmi les victimes de violences physiques au sein du couple, part de femmes",
"Victimes de viol, part de femmes","Parmi les victimes de viol, part de femmes",
"Victimes tué-es par son partenaire, part de femmes","Parmi les victimes tué·es par son partenaire, part de femmes",
"Victimes d'injures sexistes, part de femmes","Parmi les victimes d'injures sexistes, part de femmes",
"Victimes de viols ou tentatives de viol, part de femmes","Parmi les victimes de viols ou tentatives de viol, part de femmes",
"Victimes d'agressions sexuelles, part de femmes","Parmi les victimes d'agressions sexuelles, part de femmes",
"Victimes d'autre acte ou pratique sexuel.le forcé.e au cours de la vie, couple, part de femmes","Parmi les victimes d'autre acte ou pratique sexuel.le forcé.e au cours de la vie, couple, part de femmes",
"Auteur·trices de violences entre partenaires, condamné·es pour crimes, part de femmes","Parmi les auteur·trices de violences entre partenaires, condamné·es pour crimes, part de femmes",
"Auteur·trices de violences entre partenaires, condamné·es pour délits, part de femmes","Parmi les auteur·trices de violences entre partenaires, condamné·es pour délits, part de femmes",
"Auteur·trices de violences entre partenaires, condamné·es pour viols, part de femmes","Parmi les auteur·trices de violences entre partenaires, condamné·es pour viols, part de femmes",
"Auteur·trices de violences entre partenaires, condamné·es pour agressions sexuelles, part de femmes","Parmi les auteur·trices de violences entre partenaires, condamné·es pour agressions sexuelles, part de femmes",
"Auteur·trices de violences entre partenaires, condamné·es pour violences, part de femmes","Parmi les auteur·trices de violences entre partenaires, condamné·es pour violences, part de femmes",
"Auteur·trices de violences entre partenaires, condamné·es pour homicides volontaires, part de femmes","Parmi les auteur·trices de violences entre partenaires, condamné·es pour homicides volontaires, part de femmes",
"Auteur·trices de violences entre partenaires, condamné·es pour non respect d’une ordonnance de protection, part de femmes","Parmi les auteur·trices de violences entre partenaires, condamné·es pour non respect d’une ordonnance de protection, part de femmes",
"Auteur·trices de violences entre partenaires, condamné·es pour menaces/harcèlement, part de femmes","Parmi les auteur·trices de violences entre partenaires, condamné·es pour menaces/harcèlement, part de femmes", 
