indicator,fr,es
"Salaire horaire net moyen, femmes par rapport aux hommes, Cadres","Cadres,salaire horaire net moyen, femmes par rapport aux hommes",
"Ecart femmes-hommes taux de temps partiel","Taux de temps partiel, écart femmes-hommes",
"Ecart femmes-hommes taux de temps partiel, 15 à 24 ans","De 15 à 24 ans,  taux de temps partiel, écart femmes-hommes",
"Ecart femmes-hommes taux de temps partiel, 25 à 54 ans","De 25 à 54 ans,  taux de temps partiel, écart femmes-hommes",
"Ecart femmes-hommes taux de temps partiel, 55 à 64 ans","De 55 à 64 ans,  taux de temps partiel, écart femmes-hommes",
"Ecart femmes-hommes salaire net horaire moyen total, + de 50 ans","Plus de 50 ans, salaire net horaire moyen, écart femmes-hommes",
"Ecart femmes-hommes salaire net horaire moyen total, 18 à 25 ans","De 18 à 25 ans, salaire net horaire moyen, écart femmes-hommes",
"Ecart femmes-hommes salaire net horaire moyen total, Professions intermédiaires","Professions intermédiaires, salaire net horaire moyen, écart femmes-hommes",
"Ecart femmes-hommes salaire net horaire moyen total, Cadres Sup.","Cadres Sup., salaire net horaire moyen, écart femmes-hommes",
"Ecart femmes-hommes salaire net horaire moyen total, Employés","Employé·es, salaire net horaire moyen, écart femmes-hommes",
"Ecart femmes-hommes salaire net horaire moyen total, Ouvriers","Ouvries·ères, salaire net horaire moyen, écart femmes-hommes",
"Ecart femmes-hommes salaire net horaire moyen total","Salaire net horaire moyen, écart femmes-hommes ",
"Ecart femmes-hommes salaire net horaire moyen total, 26 à 50 ans","De 26 à 50 ans, salaire net horaire moyen, écart femmes-hommes",
"Ecart femmes-hommes salaire net horaire moyen total, Cadres","Cadres, salaire net horaire moyen, écart femmes-hommes",
